 CNDC, CENDL3.1/photon-Medium-Heavy Nucleus reactions, MAT=7437      1 0  0
 7.418400+4 1.823700+2         -1          0         38          17437 1451
 0.000000+0 0.000000+0          0          0          0          67437 1451
 0.000000+0 2.000000+8          0          0          0          37437 1451
 0.000000+0 0.000000+0          0          0        124          87437 1451
 74-W -184 CNDC       EVAL-DEC17 X.B.Ke,R.Xu,Y.Tian,J.M.Wang,X.Tao7437 1451
 3.980000+7 2.573440-2 4.025000+7 2.555990-2 4.070000+7 2.539450-27437 3  5
 4.115000+7 2.523390-2 4.160000+7 2.508470-2 4.205000+7 2.493650-27437 3  5
 4.250000+7 2.480100-2 4.500000+7 2.412340-2 5.000000+7 2.311130-27437 3  5
 7.000000+7 2.050970-2 1.000000+8 1.677690-2 1.300000+8 1.324860-27437 3  5
 1.500000+8 1.135050-2 1.800000+8 9.054910-3 2.000000+8 7.937330-37437 3  5
                                                                  7437 3  0
 7.418400+4 1.823700+2          0          0          0          07437 3201
-7.411100+6-7.411100+6          0          0          1         877437 3201
         87          2                                            7437 3201
 7.411080+6 0.000000+0 7.850000+6 1.534930-2 8.300000+6 2.127280-27437 3201
 8.750000+6 2.882420-2 9.200000+6 3.936730-2 9.650000+6 5.430920-27437 3201
 1.010000+7 7.505550-2 1.055000+7 1.063790-1 1.100000+7 1.487820-17437 3201
 1.145000+7 2.088930-1 1.190000+7 2.813630-1 1.235000+7 3.487260-17437 3201
 1.280000+7 3.821270-1 1.325000+7 3.867550-1 1.370000+7 3.771960-17437 3201
 1.415000+7 3.824180-1 1.460000+7 4.249940-1 1.505000+7 4.812120-17437 3201
 1.550000+7 5.128220-1 1.595000+7 5.057870-1 1.640000+7 4.671760-17437 3201
 1.685000+7 4.167670-1 1.730000+7 3.661810-1 1.775000+7 3.211690-17437 3201
 1.820000+7 2.833180-1 1.865000+7 2.509440-1 1.910000+7 2.243290-17437 3201
 1.955000+7 2.021890-1 2.000000+7 1.836470-1 2.045000+7 1.680430-17437 3201
 2.090000+7 1.545920-1 2.135000+7 1.432350-1 2.180000+7 1.335580-17437 3201
 2.225000+7 1.250910-1 2.270000+7 1.182820-1 2.315000+7 1.132300-17437 3201
 2.360000+7 1.100810-1 2.405000+7 1.083720-1 2.450000+7 1.077380-17437 3201
 2.495000+7 1.072780-1 2.540000+7 1.071910-1 2.585000+7 1.068470-17437 3201
 2.630000+7 1.064060-1 2.675000+7 1.056040-1 2.720000+7 1.046000-17437 3201
 2.765000+7 1.033480-1 2.810000+7 1.018590-1 2.855000+7 1.003980-17437 3201
 2.900000+7 9.873830-2 2.945000+7 9.717340-2 2.990000+7 9.554750-27437 3201
 3.035000+7 9.423510-2 3.080000+7 9.309320-2 3.125000+7 9.223030-27437 3201
 3.170000+7 9.176420-2 3.215000+7 9.154870-2 3.260000+7 9.165170-27437 3201
 3.305000+7 9.184110-2 3.350000+7 9.223940-2 3.395000+7 9.261110-27437 3201
 3.440000+7 9.302370-2 3.485000+7 9.335680-2 3.530000+7 9.365960-27437 3201
 3.575000+7 9.383640-2 3.620000+7 9.393260-2 3.665000+7 9.393520-27437 3201
 3.710000+7 9.379820-2 3.755000+7 9.364380-2 3.800000+7 9.335120-27437 3201
 3.845000+7 9.306070-2 3.890000+7 9.269090-2 3.935000+7 9.232760-27437 3201
 3.980000+7 9.190890-2 4.025000+7 9.151640-2 4.070000+7 9.114750-27437 3201
 4.115000+7 9.086420-2 4.160000+7 9.065510-2 4.205000+7 9.052510-27437 3201
 4.250000+7 9.049230-2 4.500000+7 9.166210-2 5.000000+7 9.417240-27437 3201
 7.000000+7 1.181680-1 1.000000+8 1.116280-1 1.300000+8 9.524680-27437 3201
 1.500000+8 8.451770-2 1.800000+8 7.130120-2 2.000000+8 6.534380-27437 3201
                                                                  7437 3  0
 7.418400+4 1.823700+2          0          0          0          07437 3203
-7.698900+6-7.698900+6          0          0          1         787437 3203
         78          2                                            7437 3203
 7.698910+6 0.000000+0 1.190000+7 0.000000+0 1.235000+7 2.632170-97437 3203
 1.280000+7 6.308280-9 1.325000+7 1.226110-8 1.370000+7 2.147560-87437 3203
 1.415000+7 3.810460-8 1.460000+7 7.365080-8 1.505000+7 1.500260-77437 3203
 1.550000+7 3.115030-7 1.595000+7 6.006680-7 1.640000+7 1.076460-67437 3203
 1.685000+7 1.813270-6 1.730000+7 2.871220-6 1.775000+7 4.345070-67437 3203
 1.820000+7 6.310120-6 1.865000+7 8.834530-6 1.910000+7 1.200280-57437 3203
 1.955000+7 1.586880-5 2.000000+7 2.049370-5 2.045000+7 2.592030-57437 3203
 2.090000+7 3.214660-5 2.135000+7 3.926740-5 2.180000+7 4.732390-57437 3203
 2.225000+7 5.624210-5 2.270000+7 6.622590-5 2.315000+7 7.712680-57437 3203
 2.360000+7 8.911830-5 2.405000+7 1.022120-4 2.450000+7 1.165940-47437 3203
 2.495000+7 1.318100-4 2.540000+7 1.484580-4 2.585000+7 1.660070-47437 3203
 2.630000+7 1.848170-4 2.675000+7 2.046040-4 2.720000+7 2.255410-47437 3203
 2.765000+7 2.475050-4 2.810000+7 2.703140-4 2.855000+7 2.946670-47437 3203
 2.900000+7 3.196260-4 2.945000+7 3.460680-4 2.990000+7 3.730960-47437 3203
 3.035000+7 4.019070-4 3.080000+7 4.314240-4 3.125000+7 4.618190-47437 3203
 3.170000+7 4.937950-4 3.215000+7 5.267340-4 3.260000+7 5.612400-47437 3203
 3.305000+7 5.963190-4 3.350000+7 6.331570-4 3.395000+7 6.706520-47437 3203
 3.440000+7 7.095880-4 3.485000+7 7.493210-4 3.530000+7 7.906100-47437 3203
 3.575000+7 8.324110-4 3.620000+7 8.755010-4 3.665000+7 9.195390-47437 3203
 3.710000+7 9.640080-4 3.755000+7 1.010220-3 3.800000+7 1.056530-37437 3203
 3.845000+7 1.104560-3 3.890000+7 1.153150-3 3.935000+7 1.203210-37437 3203
 3.980000+7 1.253360-3 4.025000+7 1.304590-3 4.070000+7 1.356430-37437 3203
 4.115000+7 1.409800-3 4.160000+7 1.463900-3 4.205000+7 1.518840-37437 3203
 4.250000+7 1.574700-3 4.500000+7 1.902580-3 5.000000+7 2.627230-37437 3203
 7.000000+7 7.441960-3 1.000000+8 1.360610-2 1.300000+8 1.591380-27437 3203
 1.500000+8 1.591550-2 1.800000+8 1.504360-2 2.000000+8 1.452470-27437 3203
                                                                  7437 3  0
 7.418400+4 1.823700+2          0          0          0          07437 3204
-1.240800+7-1.240800+7          0          0          1         657437 3204
         65          2                                            7437 3204
 1.240850+7 0.000000+0 1.775000+7 0.000000+0 1.820000+7 1.458020-97437 3204
 1.865000+7 5.212210-9 1.910000+7 1.593350-8 1.955000+7 4.253160-87437 3204
 2.000000+7 9.431220-8 2.045000+7 2.197830-7 2.090000+7 4.413210-77437 3204
 2.135000+7 8.110610-7 2.180000+7 1.384800-6 2.225000+7 2.208230-67437 3204
 2.270000+7 3.330830-6 2.315000+7 4.788390-6 2.360000+7 6.620460-67437 3204
 2.405000+7 8.840180-6 2.450000+7 1.145830-5 2.495000+7 1.444880-57437 3204
 2.540000+7 1.785040-5 2.585000+7 2.157880-5 2.630000+7 2.562890-57437 3204
 2.675000+7 2.995320-5 2.720000+7 3.452250-5 2.765000+7 3.928010-57437 3204
 2.810000+7 4.417460-5 2.855000+7 4.926950-5 2.900000+7 5.437910-57437 3204
 2.945000+7 5.961630-5 2.990000+7 6.479940-5 3.035000+7 7.010320-57437 3204
 3.080000+7 7.531600-5 3.125000+7 8.044470-5 3.170000+7 8.558700-57437 3204
 3.215000+7 9.061780-5 3.260000+7 9.562700-5 3.305000+7 1.004270-47437 3204
 3.350000+7 1.052090-4 3.395000+7 1.097660-4 3.440000+7 1.142330-47437 3204
 3.485000+7 1.184870-4 3.530000+7 1.226510-4 3.575000+7 1.265550-47437 3204
 3.620000+7 1.303160-4 3.665000+7 1.338850-4 3.710000+7 1.371850-47437 3204
 3.755000+7 1.404060-4 3.800000+7 1.433240-4 3.845000+7 1.461620-47437 3204
 3.890000+7 1.487670-4 3.935000+7 1.512640-4 3.980000+7 1.534790-47437 3204
 4.025000+7 1.555480-4 4.070000+7 1.574190-4 4.115000+7 1.592060-47437 3204
 4.160000+7 1.608230-4 4.205000+7 1.622860-4 4.250000+7 1.636160-47437 3204
 4.500000+7 1.689500-4 5.000000+7 1.714110-4 7.000000+7 1.965100-47437 3204
 1.000000+8 1.998650-4 1.300000+8 1.664720-4 1.500000+8 1.393150-47437 3204
 1.800000+8 1.078620-4 2.000000+8 9.451410-5                      7437 3204
                                                                  7437 3  0
 7.418400+4 1.823700+2          0          0          0          07437 3205
-1.221500+7-1.221500+7          0          0          1         627437 3205
         62          2                                            7437 3205
 1.221520+7 0.000000+0 1.910000+7 0.000000+0 1.955000+7 1.563570-97437 3205
 2.000000+7 5.238290-9 2.045000+7 1.532380-8 2.090000+7 4.114330-87437 3205
 2.135000+7 9.731810-8 2.180000+7 2.009770-7 2.225000+7 3.912470-77437 3205
 2.270000+7 6.979480-7 2.315000+7 1.157840-6 2.360000+7 1.805120-67437 3205
 2.405000+7 2.677550-6 2.450000+7 3.799620-6 2.495000+7 5.171900-67437 3205
 2.540000+7 6.834250-6 2.585000+7 8.769930-6 2.630000+7 1.098340-57437 3205
 2.675000+7 1.345500-5 2.720000+7 1.617310-5 2.765000+7 1.911160-57437 3205
 2.810000+7 2.225080-5 2.855000+7 2.561300-5 2.900000+7 2.910670-57437 3205
 2.945000+7 3.278700-5 2.990000+7 3.654410-5 3.035000+7 4.047780-57437 3205
 3.080000+7 4.446280-5 3.125000+7 4.849390-5 3.170000+7 5.262630-57437 3205
 3.215000+7 5.677760-5 3.260000+7 6.099900-5 3.305000+7 6.516540-57437 3205
 3.350000+7 6.939440-5 3.395000+7 7.354750-5 3.440000+7 7.770680-57437 3205
 3.485000+7 8.178300-5 3.530000+7 8.585550-5 3.575000+7 8.979660-57437 3205
 3.620000+7 9.368920-5 3.665000+7 9.748720-5 3.710000+7 1.011300-47437 3205
 3.755000+7 1.047510-4 3.800000+7 1.081800-4 3.845000+7 1.115760-47437 3205
 3.890000+7 1.148220-4 3.935000+7 1.180060-4 3.980000+7 1.209910-47437 3205
 4.025000+7 1.238750-4 4.070000+7 1.266150-4 4.115000+7 1.292970-47437 3205
 4.160000+7 1.318460-4 4.205000+7 1.342750-4 4.250000+7 1.365940-47437 3205
 4.500000+7 1.476570-4 5.000000+7 1.610580-4 7.000000+7 2.008280-47437 3205
 1.000000+8 1.824210-4 1.300000+8 1.470180-4 1.500000+8 1.240740-47437 3205
 1.800000+8 9.756600-5 2.000000+8 8.560660-5                      7437 3205
                                                                  7437 3  0
 7.418400+4 1.823700+2          0          0          0          07437 3206
-1.322400+7-1.322400+7          0          0          1         437437 3206
         43          2                                            7437 3206
 1.322400+7 0.000000+0 2.765000+7 0.000000+0 2.810000+7 1.093160-97437 3206
 2.855000+7 2.088700-9 2.900000+7 3.841360-9 2.945000+7 6.746430-97437 3206
 2.990000+7 1.142570-8 3.035000+7 1.861690-8 3.080000+7 2.940850-87437 3206
 3.125000+7 4.503180-8 3.170000+7 4.503180-8 3.215000+7 4.503180-87437 3206
 3.260000+7 1.389350-7 3.305000+7 1.929000-7 3.350000+7 2.621840-77437 3206
 3.395000+7 3.489410-7 3.440000+7 4.555600-7 3.485000+7 5.836860-77437 3206
 3.530000+7 7.355720-7 3.575000+7 9.112870-7 3.620000+7 1.112030-67437 3206
 3.665000+7 1.337710-6 3.710000+7 1.586250-6 3.755000+7 1.860450-67437 3206
 3.800000+7 2.155390-6 3.845000+7 2.472800-6 3.890000+7 2.808620-67437 3206
 3.935000+7 3.162670-6 3.980000+7 3.532390-6 4.025000+7 3.913900-67437 3206
 4.070000+7 4.306750-6 4.115000+7 4.710070-6 4.160000+7 5.120980-67437 3206
 4.205000+7 5.535830-6 4.250000+7 5.954240-6 4.500000+7 8.259830-67437 3206
 5.000000+7 1.203460-5 7.000000+7 1.747310-5 1.000000+8 1.472540-57437 3206
 1.300000+8 1.180490-5 1.500000+8 1.029230-5 1.800000+8 8.557640-67437 3206
 2.000000+8 7.565920-6                                            7437 3206
                                                                  7437 3  0
                                                                  7437 0  0
 7.418400+4 1.823700+2          0          2          7          07437 6  5
 1.000000+0 1.000000+0          0          1          1         887437 6  5
         88          2                                            7437 6  5
 2.000000+6 0.000000+0 7.400000+6 0.000000+0 7.850000+6 9.253820-17437 6  5
 8.300000+6 9.581880-1 8.750000+6 9.681670-1 9.200000+6 9.738910-17437 6  5
 9.650000+6 9.778140-1 1.010000+7 9.811050-1 1.055000+7 9.848600-17437 6  5
 1.100000+7 9.889230-1 1.145000+7 9.927750-1 1.190000+7 9.959400-17437 6  5
 1.235000+7 9.972560-1 1.280000+7 9.979040-1 1.325000+7 9.983560-17437 6  5
 1.370000+7 9.988500-1 1.415000+7 1.024940+0 1.460000+7 1.117670+07437 6  5
 1.505000+7 1.246510+0 1.550000+7 1.380130+0 1.595000+7 1.505110+07437 6  5
 1.640000+7 1.615660+0 1.685000+7 1.708660+0 1.730000+7 1.783220+07437 6  5
 1.775000+7 1.840460+0 1.820000+7 1.882870+0 1.865000+7 1.913410+07437 6  5
 1.910000+7 1.934780+0 1.955000+7 1.949450+0 2.000000+7 1.959440+07437 6  5
 2.045000+7 1.966280+0 2.090000+7 1.970960+0 2.135000+7 1.974170+07437 6  5
 2.180000+7 1.976310+0 2.225000+7 1.978390+0 2.270000+7 1.987410+07437 6  5
 2.315000+7 2.014410+0 2.360000+7 2.064010+0 2.405000+7 2.133410+07437 6  5
 2.450000+7 2.216200+0 2.495000+7 2.305370+0 2.540000+7 2.394500+07437 6  5
 2.585000+7 2.478450+0 2.630000+7 2.553680+0 2.675000+7 2.619800+07437 6  5
 2.720000+7 2.674570+0 2.765000+7 2.719330+0 2.810000+7 2.754580+07437 6  5
 2.855000+7 2.783920+0 2.900000+7 2.805170+0 2.945000+7 2.822230+07437 6  5
 2.990000+7 2.836080+0 3.035000+7 2.852000+0 3.080000+7 2.871590+07437 6  5
 3.125000+7 2.897200+0 3.170000+7 2.931350+0 3.215000+7 2.973340+07437 6  5
 3.260000+7 3.021250+0 3.305000+7 3.073500+0 3.350000+7 3.127940+07437 6  5
 3.395000+7 3.182850+0 3.440000+7 3.236190+0 3.485000+7 3.286730+07437 6  5
 3.530000+7 3.334540+0 3.575000+7 3.376630+0 3.620000+7 3.415140+07437 6  5
 3.665000+7 3.448060+0 3.710000+7 3.475900+0 3.755000+7 3.500210+07437 6  5
 3.800000+7 3.519730+0 3.845000+7 3.536480+0 3.890000+7 3.550200+07437 6  5
 3.935000+7 3.562240+0 3.980000+7 3.571430+0 4.025000+7 3.580480+07437 6  5
 4.070000+7 3.589260+0 4.115000+7 3.600880+0 4.160000+7 3.613960+07437 6  5
 4.205000+7 3.630220+0 4.250000+7 3.648740+0 4.500000+7 3.799720+07437 6  5
 5.000000+7 4.074730+0 7.000000+7 5.761590+0 1.000000+8 6.653690+07437 6  5
 1.300000+8 7.189190+0 1.500000+8 7.446140+0 1.800000+8 7.874310+07437 6  5
 2.000000+8 8.232470+0                                            7437 6  5
 0.000000+0 0.000000+0          2          2          1         887437 6  5
         88          2                                            7437 6  5
 0.000000+0 2.000000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 7.400000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 7.850000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 8.300000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 8.750000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 9.200000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 9.650000+6          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.010000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.055000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.100000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.145000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.190000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.235000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.280000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.325000+7          0          1          6          27437 6  5
 0.000000+0 2.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+07437 6  5
 0.000000+0 1.370000+7          0          1          6          27437 6  5
