 JENDL/PD-2016.1  Ni- 58                                             1 0  0
 2.805800+4 5.743765+1         -1          0         38          12825 1451
 0.000000+0 0.000000+0          0          0          0          62825 1451
 0.000000+0 2.000000+8          1          0          0          02825 1451
 0.000000+0 0.000000+0          0          0         53          32825 1451
 28-Ni- 58 JAEA       EVAL-MAY19 N.Iwamoto                        2825 1451
NDS 163 109 (2020)    DIST-JUN20                                  2825 1451
----IAEA/PD-2019      MATERIAL 2825                               2825 1451
-----PHOTO-NUCLEAR DATA                                           2825 1451
------ENDF-6 FORMAT                                               2825 1451
                                                                  2825 1451
History                                                           2825 1451
2016-12 Evaluated with CCONE code by N.Iwamoto                    2825 1451
2019-04 Incident energy was extended up to 200MeV with CCONE code 2825 1451
        by N.Iwamoto                                              2825 1451
                                                                  2825 1451
MF= 1 General information                                         2825 1451
  MT=451 Descriptive data and directory                           2825 1451
                                                                  2825 1451
MF= 3 Neutron cross sections                                      2825 1451
  MT=  5 Total reaction cross section                             2825 1451
    Calculated with CCONE code /1/.                               2825 1451
                                                                  2825 1451
MF= 6 Energy-angle distributions of emitted particles             2825 1451
  MT=  5 Total reaction                                           2825 1451
    Calculated with CCONE code /1/.                               2825 1451
                                                                  2825 1451
------------------------------------------------------------------2825 1451
          nuclear model calculation with CCONE code /1/           2825 1451
------------------------------------------------------------------2825 1451
* Optical model potentials                                        2825 1451
  neutron : A.J.Koning and J.P.Delaroche/2/                       2825 1451
  proton  : A.J.Koning and J.P.Delaroche/2/                       2825 1451
  deuteron: Y.Han et al./3/                                       2825 1451
  triton  : A.J.Koning and J.P.Delaroche/2/                       2825 1451
  He-3    : Y.Xu et al./4/                                        2825 1451
  alpha   : M.Avrigeanu and V.Avrigeanu/5/                        2825 1451
                                                                  2825 1451
* Level density parameters (Gilbert-Cameron model/6/)             2825 1451
  Energy dependent parameters of Mengoni-Nakajima/7/ were used.   2825 1451
                                                                  2825 1451
* Gamma-ray strength functions                                    2825 1451
  E1: modified Lorentzian model(MLO1)/8/                          2825 1451
  M1: standard Lorentzian model(SLO)                              2825 1451
  E2: standard Lorentzian model(SLO)                              2825 1451
                                                                  2825 1451
References                                                        2825 1451
 1) O.Iwamoto et al., Nucl. Data Sheets, 131, 259 (2016)          2825 1451
 2) A.J.Koning and J.P.Delaroche, Nucl. Phys. A713, 231 (2003)    2825 1451
 3) Y.Han et al., Phys. Rev. C 74,044615 (2006)                   2825 1451
 4) Y.Xu et al.,Sci. China, Phys. Mech. & Astron., 54, 2005       2825 1451
    (2011)                                                        2825 1451
 5) M.Avrigeanu and V.Avrigeanu, Phys. Rev. C82, 014606 (2010)    2825 1451
 6) A.Gilbert and A.G.W.Cameron, Can. J. Phys, 43, 1446 (1965)    2825 1451
 7) A.Mengoni and Y.Nakajima, J. Nucl. Sci. Technol., 31, 151     2825 1451
    (1994)                                                        2825 1451
 8) V.A.Plujko et al., J. Nucl. Sci. Technol.(supp. 2), 811       2825 1451
    (2002)                                                        2825 1451
                                1        451         60          12825 1451
                                3          5         33          12825 1451
                                6          5      27914          12825 1451
                                                                  2825 1  0
                                                                  2825 0  0
 2.805800+4 5.743765+1          0          0          0          02825 3  5
 0.000000+0 0.000000+0          0          0          1         882825 3  5
         88          2                                            2825 3  5
 1.000000+6 2.866671-6 1.500000+6 7.466285-6 2.000000+6 1.518784-52825 3  5
 2.500000+6 2.692708-5 3.000000+6 4.373436-5 3.500000+6 6.686545-52825 3  5
 4.000000+6 9.785095-5 4.500000+6 1.385973-4 5.000000+6 1.915387-42825 3  5
 5.500000+6 2.598583-4 6.000000+6 3.477947-4 6.500000+6 4.610513-42825 3  5
 7.000000+6 6.073348-4 7.500000+6 7.970185-4 8.000000+6 1.043729-32825 3  5
 8.500000+6 1.363964-3 9.000000+6 1.773108-3 9.500000+6 2.273122-32825 3  5
 1.000000+7 2.833885-3 1.050000+7 3.400533-3 1.100000+7 3.960119-32825 3  5
 1.150000+7 4.589372-3 1.200000+7 5.410013-3 1.250000+7 6.542918-32825 3  5
 1.300000+7 8.119415-3 1.350000+7 1.032187-2 1.400000+7 1.344129-22825 3  5
 1.450000+7 1.797399-2 1.500000+7 2.480356-2 1.550000+7 3.547542-22825 3  5
 1.600000+7 5.188819-2 1.650000+7 7.170992-2 1.700000+7 8.292597-22825 3  5
 1.750000+7 8.508008-2 1.800000+7 8.764392-2 1.850000+7 8.946625-22825 3  5
 1.900000+7 8.644559-2 1.950000+7 7.885041-2 2.000000+7 7.015062-22825 3  5
 2.100000+7 5.937221-2 2.200000+7 5.552338-2 2.300000+7 4.331226-22825 3  5
 2.400000+7 3.003511-2 2.500000+7 2.170059-2 2.600000+7 1.669881-22825 3  5
 2.700000+7 1.350899-2 2.800000+7 1.134330-2 2.900000+7 9.798440-32825 3  5
 3.000000+7 8.654451-3 3.200000+7 7.104887-3 3.400000+7 6.138776-32825 3  5
 3.600000+7 5.508819-3 3.800000+7 5.088262-3 4.000000+7 4.805055-32825 3  5
 4.200000+7 4.614946-3 4.400000+7 4.489143-3 4.600000+7 4.408112-32825 3  5
 4.800000+7 4.358200-3 5.000000+7 4.329665-3 5.200000+7 4.315466-32825 3  5
 5.400000+7 4.310468-3 5.600000+7 4.310914-3 5.800000+7 4.314053-32825 3  5
 6.000000+7 4.317878-3 6.200000+7 4.320937-3 6.400000+7 4.322193-32825 3  5
 6.600000+7 4.320920-3 6.800000+7 4.316630-3 7.000000+7 4.309014-32825 3  5
 7.200000+7 4.297897-3 7.400000+7 4.283207-3 7.600000+7 4.264952-32825 3  5
 7.800000+7 4.243197-3 8.000000+7 4.218053-3 8.500000+7 4.141362-32825 3  5
 9.000000+7 4.047240-3 9.500000+7 3.938933-3 1.000000+8 3.819838-32825 3  5
 1.100000+8 3.562770-3 1.200000+8 3.301943-3 1.300000+8 3.061126-32825 3  5
 1.400000+8 2.861895-3 1.500000+8 2.613930-3 1.600000+8 2.399677-32825 3  5
 1.700000+8 2.213069-3 1.800000+8 2.049370-3 1.900000+8 1.904839-32825 3  5
 2.000000+8 1.776482-3                                            2825 3  5
                                                                  2825 3  0
                                                                  2825 0  0
 2.805800+4 5.743765+1          0          2        212          02825 6  5
 1.000000+0 1.000000+0          0          1          1         672825 6  5
         67          2                                            2825 6  5
 1.000000+6 0.000000+0 1.221623+7 0.000000+0 1.250000+7 7.931505-12825 6  5
 1.300000+7 7.496731-1 1.350000+7 7.298423-1 1.400000+7 6.538203-12825 6  5
 1.450000+7 5.457819-1 1.500000+7 4.345868-1 1.550000+7 3.787811-12825 6  5
 1.600000+7 3.312648-1 1.650000+7 3.271465-1 1.700000+7 3.157692-12825 6  5
 1.750000+7 2.975191-1 1.800000+7 2.827182-1 1.850000+7 2.783273-12825 6  5
 1.900000+7 2.768937-1 1.950000+7 2.787303-1 2.000000+7 2.880479-12825 6  5
 2.100000+7 3.045320-1 2.200000+7 3.264270-1 2.300000+7 3.614175-12825 6  5
 2.400000+7 4.273365-1 2.500000+7 4.918470-1 2.600000+7 5.455109-12825 6  5
 2.700000+7 5.920861-1 2.800000+7 6.280712-1 2.900000+7 6.553730-12825 6  5
 3.000000+7 6.785415-1 3.200000+7 7.120793-1 3.400000+7 7.450412-12825 6  5
 3.600000+7 7.895661-1 3.800000+7 8.374677-1 4.000000+7 8.829006-12825 6  5
 4.200000+7 9.192684-1 4.400000+7 9.495574-1 4.600000+7 9.797074-12825 6  5
 4.800000+7 1.012396+0 5.000000+7 1.051304+0 5.200000+7 1.086809+02825 6  5
 5.400000+7 1.114752+0 5.600000+7 1.152339+0 5.800000+7 1.168963+02825 6  5
 6.000000+7 1.190454+0 6.200000+7 1.210173+0 6.400000+7 1.235144+02825 6  5
 6.600000+7 1.259380+0 6.800000+7 1.291173+0 7.000000+7 1.316629+02825 6  5
 7.200000+7 1.338198+0 7.400000+7 1.366947+0 7.600000+7 1.388606+02825 6  5
 7.800000+7 1.407420+0 8.000000+7 1.433494+0 8.500000+7 1.490140+02825 6  5
 9.000000+7 1.546511+0 9.500000+7 1.606706+0 1.000000+8 1.667555+02825 6  5
 1.100000+8 1.779487+0 1.200000+8 1.892204+0 1.300000+8 2.060578+02825 6  5
 1.400000+8 2.176303+0 1.500000+8 2.293087+0 1.600000+8 2.406604+02825 6  5
 1.700000+8 2.518035+0 1.800000+8 2.631458+0 1.900000+8 2.836674+02825 6  5
 2.000000+8 2.959840+0                                            2825 6  5
 0.000000+0 0.000000+0          1          2          1         292825 6  5
         29         22                                            2825 6  5
 0.000000+0 1.000000+6          0          0          6          32825 6  5
 0.000000+0 0.000000+0 5.000000-1 2.000000+0 1.000000+0 0.000000+02825 6  5
 0.000000+0 1.221623+7          0          0          6          32825 6  5
 0.000000+0 0.000000+0 5.000000-1 2.000000+0 1.000000+0 0.000000+02825 6  5
 0.000000+0 1.400000+7          0          0         40         202825 6  5
 0.000000+0 0.000000+0 2.500000+4 7.63404-13 1.000000+5 2.85444-122825 6  5
 2.000000+5 3.41382-12 3.000000+5 3.31034-12 4.000000+5 2.92630-122825 6  5
 5.000000+5 2.44785-12 6.000000+5 1.96498-12 7.000000+5 3.652558-62825 6  5
 8.000000+5 1.12256-12 9.000000+5 7.66036-13 1.000000+6 2.549210-62825 6  5
 1.100000+6 3.31776-13 1.200000+6 1.94303-13 1.300000+6 1.05279-132825 6  5
 1.400000+6 5.07022-14 1.500000+6 2.01415-14 1.600000+6 5.62358-152825 6  5
 1.700000+6 6.62664-16 1.800000+6 7.596426-6                      2825 6  5
 0.000000+0 1.600000+7          0          4        222         372825 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02825 6  5
 2.666667+4 3.846557-9-2.83131-25-4.17462-25 2.13018-25 5.78753-252825 6  5
 1.066667+5 1.525810-8 6.73797-10 2.46918-11 6.46528-13 1.31095-142825 6  5
 2.133333+5 3.25146-11 1.40353-27-3.84956-27-1.21440-28-2.00498-272825 6  5
 3.200000+5 3.37387-11-2.61937-27-9.98621-28 4.76932-28 3.16230-272825 6  5
 4.266667+5 3.371399-7 2.346661-9 8.86509-11 2.38994-12 5.04359-142825 6  5
 5.333333+5 1.732551-7 1.577086-9 6.01824-11 1.64089-12 3.54282-142825 6  5
 6.400000+5 2.86291-11 3.22690-28-1.69477-27-6.57073-28-1.55354-272825 6  5
 7.466667+5 1.674296-6 4.168757-9 1.62069-10 4.50152-12 9.34829-142825 6  5
 8.533333+5 2.19246-11-1.05188-27 2.16314-28 1.73693-28-2.21721-272825 6  5
 9.600000+5 1.89360-11-1.23634-27 1.86827-27-3.78383-28-1.35450-272825 6  5
 1.066667+6 1.61902-11-3.17887-28-7.98683-28-4.82222-28-1.23796-272825 6  5
 1.173333+6 5.796287-7 3.967624-9 1.59786-10 4.59827-12 1.04024-132825 6  5
 1.280000+6 1.10893-11-8.56083-28-2.18819-28 2.80091-28 1.01204-272825 6  5
 1.386667+6 1.309761-6 9.939650-9 4.04640-10 1.17683-11 2.61895-132825 6  5
 1.493333+6 7.54223-12-1.48088-28-3.72067-28-2.24644-28-5.76704-282825 6  5
 1.600000+6 6.16173-12-1.22237-27-7.90310-28 1.23482-28 5.92733-282825 6  5
 1.706667+6 4.99360-12 2.15555-28-5.91216-28-1.86507-29-3.07925-282825 6  5
 1.813333+6 4.01344-12 4.38269-28-6.33560-28 9.83763-29 2.47485-282825 6  5
 1.920000+6 3.19649-12 7.31133-29 3.15374-28-4.17775-29 6.30747-292825 6  5
 2.026667+6 2.51993-12-4.99908-28-3.23209-28 5.04996-29 2.42407-282825 6  5
 2.133333+6 1.96389-12-3.85601-29-9.68812-29-5.84942-29-1.50166-282825 6  5
 2.240000+6 1.51069-12 1.27820-29 1.34143-28-9.35565-30 1.19239-282825 6  5
 2.346667+6 1.14510-12-5.95022-29 1.12978-29-2.44252-29 7.62605-292825 6  5
 2.453333+6 8.50340-13-1.49705-28 8.38966-30-5.44970-30 9.43836-292825 6  5
 2.560000+6 6.18809-13 6.97484-30-3.66319-29-1.42024-29-3.35792-292825 6  5
 2.666667+6 1.951392-6-2.25829-22 5.77587-23 3.02318-23-2.88794-232825 6  5
 2.773333+6 3.05443-13-4.56100-30-9.04073-30 1.60123-29 3.46561-292825 6  5
 2.880000+6 2.04749-13-3.05739-30-6.06030-30 1.07335-29 2.32311-292825 6  5
 2.986667+6 1.855754-6-3.35365-23-1.09856-22-7.80482-23-1.00701-222825 6  5
 3.093333+6 7.88998-14-3.78538-30 7.78444-31 6.25068-31-7.97905-302825 6  5
 3.200000+6 4.36754-14-3.37171-30-8.61825-31 1.10315-30 3.98594-302825 6  5
 3.306667+6 2.13696-14-1.41997-30-2.31921-30 1.10891-30 3.63694-302825 6  5
 3.413333+6 8.61066-15 1.49985-31-4.24774-31-3.37357-31 9.98220-312825 6  5
 3.520000+6 2.43996-15 1.05324-31-2.88879-31-9.11309-33-1.50458-312825 6  5
 3.626667+6 2.91982-16-2.26687-32-8.64230-33 4.12748-33 2.73673-322825 6  5
 3.733333+6 2.956638-6 8.33684-23-1.16684-22-6.14361-23 2.99002-222825 6  5
 0.000000+0 1.800000+7          0          4        300         502825 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02825 6  5
 3.000000+4 2.314298-8-2.67827-24 6.85003-25 3.58541-25-3.42501-252825 6  5
 1.200000+5 9.243281-8 8.82835-10 3.44275-11 9.59733-13 2.10550-142825 6  5
 2.400000+5 1.208866-7 1.211770-9 4.77499-11 1.34468-12 2.93688-142825 6  5
 3.600000+5 1.459230-7 1.536753-9 6.11793-11 1.74089-12 3.88090-142825 6  5
 4.800000+5 1.700374-7 1.878632-9 7.55579-11 2.17231-12 4.80618-142825 6  5
 6.000000+5 1.925829-7 2.226727-9 9.04688-11 2.62716-12 5.93367-142825 6  5
 7.200000+5 2.123961-7 2.563449-9 1.05201-10 3.08584-12 7.05855-142825 6  5
 8.400000+5 2.285427-7 2.872487-9 1.19063-10 3.52637-12 8.10643-142825 6  5
 9.600000+5 1.428590-7 3.142177-9 1.31535-10 3.93548-12 9.10531-142825 6  5
 1.080000+6 1.880179-8 1.309472-9 5.53232-11 1.67049-12 3.92444-142825 6  5
 1.200000+6 2.543230-7 3.552286-9 1.51657-10 4.62741-12 1.09584-132825 6  5
 1.320000+6 5.165010-7 2.881040-9 1.24036-10 3.81273-12 9.69255-142825 6  5
 1.440000+6 2.423332-7 3.184195-9 1.38249-10 4.28940-12 1.03207-132825 6  5
 1.560000+6 2.007079-7 4.238239-9 1.86052-10 5.83753-12 1.42306-132825 6  5
 1.680000+6 3.275789-7 3.340125-9 1.48560-10 4.72144-12 1.16193-132825 6  5
 1.800000+6 4.186998-7 2.341502-9 1.04474-10 3.33247-12 8.28028-142825 6  5
 1.920000+6 8.551109-7 4.824493-9 2.18031-10 7.04747-12 1.76637-132825 6  5
 2.040000+6 4.563607-7 7.024401-9 3.21230-10 1.05000-11 2.67317-132825 6  5
 2.160000+6 1.39909-11-1.61913-27 4.14113-28 2.16753-28-2.07057-282825 6  5
 2.280000+6 1.20785-11-5.79490-28 1.19169-28 9.56894-29-1.22148-272825 6  5
 2.400000+6 2.545460-7 5.128745-9 2.40780-10 8.07923-12 2.11276-132825 6  5
 2.520000+6 6.348091-7 5.566995-9 2.63494-10 8.91352-12 2.34125-132825 6  5
 2.640000+6 7.52330-12-4.91198-28 7.42267-28-1.50332-28-5.38144-282825 6  5
 2.760000+6 7.870061-7 7.758855-9 3.74057-10 1.28855-11 3.44177-132825 6  5
 2.880000+6 5.36439-12-3.94854-28-5.82190-28 2.97073-28 8.07127-282825 6  5
 3.000000+6 4.49587-12-3.59733-28 1.33072-28 6.34884-29-2.77233-282825 6  5
 3.120000+6 3.73135-12-7.32632-29-1.84072-28-1.11138-28-2.85312-282825 6  5
 3.240000+6 2.838573-7 5.482761-9 2.72774-10 9.70192-12 2.68620-132825 6  5
 3.360000+6 5.638663-7 1.305319-8 6.55730-10 2.35519-11 6.59409-132825 6  5
 3.480000+6 2.04905-12-3.34153-28-3.23463-28 1.49726-29 1.61732-282825 6  5
 3.600000+6 1.65305-12 6.03024-30 1.63094-29-5.80243-30 5.30056-292825 6  5
 3.720000+6 1.31972-12-6.33161-29 1.30206-29 1.04552-29-1.33462-282825 6  5
 3.840000+6 1.04198-12-1.69923-28-1.64487-28 7.61382-30 8.22435-292825 6  5
 3.960000+6 8.04279-13 1.83963-29 7.93521-29-1.05118-29 1.58704-292825 6  5
 4.080000+6 6.15642-13-4.92600-29 1.82222-29 8.69379-30-3.79629-292825 6  5
 4.200000+6 4.63871-13-3.60137-29-1.37300-29 6.55732-30 4.34783-292825 6  5
 4.320000+6 3.44744-13-2.67649-29-1.02040-29 4.87333-30 3.23126-292825 6  5
 4.440000+6 2.49583-13-3.72687-30-7.38733-30 1.30839-29 2.83181-292825 6  5
 4.560000+6 1.77080-13-1.36704-29-3.49422-30 4.47265-30 1.61608-292825 6  5
 4.680000+6 4.326459-7 1.86757-23-5.12231-23-1.61590-24-2.66787-232825 6  5
 4.800000+6 8.17584-14-4.24836-30 8.06648-31-1.74392-30 5.44487-302825 6  5
 4.920000+6 5.24515-14-4.19685-30 1.55250-30 7.40694-31-3.23437-302825 6  5
 5.040000+6 4.602156-7 5.18727-24-2.72436-23-1.05625-23-2.49733-232825 6  5
 5.160000+6 1.77431-14 1.99989-31-1.05035-30-4.07225-31-9.62817-312825 6  5
 5.280000+6 8.75522-15-6.79731-31-2.59143-31 1.23764-31 8.20621-312825 6  5
 5.400000+6 3.55777-15 1.53575-31-4.21221-31-1.32880-32-2.19386-312825 6  5
 5.520000+6 1.01470-15-1.78641-31 1.00113-32-6.50306-33 1.12627-312825 6  5
 5.640000+6 1.21996-16-1.98947-32-1.92582-32 8.91430-34 9.62911-332825 6  5
 5.760000+6 6.404720-7-5.12467-23 1.89571-23 9.04443-24-3.94941-232825 6  5
 0.000000+0 2.000000+7          0          5        420         602825 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02825 6  5
 0.000000+0 3.333332+4 2.394198-8-3.57511-25-7.08652-25 1.25511-242825 6  5
 2.71650-24-8.23245-25 1.333333+5 9.548930-8 9.68485-10 3.98528-112825 6  5
 1.17105-12 2.61517-14-3.19784-16 2.666667+5 1.259531-7 1.353045-92825 6  5
 5.63210-11 1.67533-12 3.88481-14 1.45346-15 4.000000+5 1.535509-72825 6  5
 1.748781-9 7.36284-11 2.21501-12 5.27163-14 2.00416-15 5.333333+52825 6  5
 1.799937-7 2.169564-9 9.23835-11 2.81239-12 6.62519-14 1.45091-152825 6  5
 6.666667+5 2.039713-7 2.595517-9 1.11765-10 3.44039-12 8.15667-142825 6  5
 2.66971-15 8.000000+5 2.239902-7 3.001927-9 1.30709-10 4.06770-122825 6  5
 9.87657-14 2.24925-15 9.333333+5 2.391452-7 3.369044-9 1.48316-102825 6  5
 4.66559-12 1.14511-13 2.53646-15 1.066667+6 2.492349-7 3.685331-92825 6  5
 1.64020-10 5.21766-12 1.28457-13 2.21844-15 1.200000+6 2.546130-72825 6  5
 3.947091-9 1.77582-10 5.71066-12 1.42342-13 2.46644-15 1.333333+62825 6  5
 2.559654-7 4.156436-9 1.89016-10 6.14325-12 1.55489-13 2.76082-152825 6  5
 1.466667+6 2.540936-7 4.318878-9 1.98503-10 6.52230-12 1.67003-132825 6  5
 3.42809-15 1.600000+6 2.497815-7 4.441398-9 2.06302-10 6.84952-122825 6  5
 1.77035-13 4.03268-15 1.733333+6 2.437191-7 4.531123-9 2.12686-102825 6  5
 7.13606-12 1.86862-13 4.19236-15 1.866667+6 2.364748-7 4.594590-92825 6  5
 2.17917-10 7.38812-12 1.95053-13 2.92299-15 2.000000+6 2.284952-72825 6  5
 4.637395-9 2.22226-10 7.61194-12 2.03466-13 4.94962-15 2.133333+62825 6  5
 2.201175-7 4.664105-9 2.25806-10 7.81481-12 2.10339-13 4.85916-152825 6  5
 2.266667+6 2.115884-7 4.678298-9 2.28805-10 7.99890-12 2.17427-132825 6  5
