 JENDL/PD-2016.1  Ar- 36                                             1 0  0
 1.803600+4 3.565857+1         -1          0         38          11825 1451
 0.000000+0 0.000000+0          0          0          0          61825 1451
 0.000000+0 2.000000+8          1          0          0          01825 1451
 0.000000+0 0.000000+0          0          0         53          31825 1451
 18-Ar- 36 JAEA       EVAL-MAY19 N.Iwamoto                        1825 1451
NDS 163 109 (2020)    DIST-JUN20                                  1825 1451
----IAEA/PD-2019      MATERIAL 1825                               1825 1451
-----PHOTO-NUCLEAR DATA                                           1825 1451
------ENDF-6 FORMAT                                               1825 1451
                                                                  1825 1451
History                                                           1825 1451
2016-12 Evaluated with CCONE code by N.Iwamoto                    1825 1451
2019-04 Incident energy was extended up to 200MeV with CCONE code 1825 1451
        by N.Iwamoto                                              1825 1451
                                                                  1825 1451
MF= 1 General information                                         1825 1451
  MT=451 Descriptive data and directory                           1825 1451
                                                                  1825 1451
MF= 3 Neutron cross sections                                      1825 1451
  MT=  5 Total reaction cross section                             1825 1451
    Calculated with CCONE code /1/.                               1825 1451
                                                                  1825 1451
MF= 6 Energy-angle distributions of emitted particles             1825 1451
  MT=  5 Total reaction                                           1825 1451
    Calculated with CCONE code /1/.                               1825 1451
                                                                  1825 1451
------------------------------------------------------------------1825 1451
          nuclear model calculation with CCONE code /1/           1825 1451
------------------------------------------------------------------1825 1451
* Optical model potentials                                        1825 1451
  neutron : A.J.Koning and J.P.Delaroche/2/                       1825 1451
  proton  : A.J.Koning and J.P.Delaroche/2/                       1825 1451
  deuteron: Y.Han et al./3/                                       1825 1451
  triton  : A.J.Koning and J.P.Delaroche/2/                       1825 1451
  He-3    : Y.Xu et al./4/                                        1825 1451
  alpha   : M.Avrigeanu and V.Avrigeanu/5/                        1825 1451
                                                                  1825 1451
* Level density parameters (Gilbert-Cameron model/6/)             1825 1451
  Energy dependent parameters of Mengoni-Nakajima/7/ were used.   1825 1451
                                                                  1825 1451
* Gamma-ray strength functions                                    1825 1451
