 JENDL/PD-2016.1  Sc- 45                                             1 0  0
 2.104500+4 4.456971+1         -1          0         38          12125 1451
 0.000000+0 0.000000+0          0          0          0          62125 1451
 0.000000+0 2.000000+8          1          0          0          02125 1451
 0.000000+0 0.000000+0          0          0         53          32125 1451
 21-Sc- 45 JAEA       EVAL-MAY19 N.Iwamoto                        2125 1451
NDS 163 109 (2020)    DIST-JUN20                                  2125 1451
----IAEA/PD-2019      MATERIAL 2125                               2125 1451
-----PHOTO-NUCLEAR DATA                                           2125 1451
------ENDF-6 FORMAT                                               2125 1451
                                                                  2125 1451
History                                                           2125 1451
2016-12 Evaluated with CCONE code by N.Iwamoto                    2125 1451
2019-04 Incident energy was extended up to 200MeV with CCONE code 2125 1451
        by N.Iwamoto                                              2125 1451
                                                                  2125 1451
MF= 1 General information                                         2125 1451
  MT=451 Descriptive data and directory                           2125 1451
                                                                  2125 1451
MF= 3 Neutron cross sections                                      2125 1451
  MT=  5 Total reaction cross section                             2125 1451
    Calculated with CCONE code /1/.                               2125 1451
                                                                  2125 1451
MF= 6 Energy-angle distributions of emitted particles             2125 1451
  MT=  5 Total reaction                                           2125 1451
    Calculated with CCONE code /1/.                               2125 1451
                                                                  2125 1451
------------------------------------------------------------------2125 1451
          nuclear model calculation with CCONE code /1/           2125 1451
------------------------------------------------------------------2125 1451
* Optical model potentials                                        2125 1451
  neutron : A.J.Koning and J.P.Delaroche/2/                       2125 1451
  proton  : A.J.Koning and J.P.Delaroche/2/                       2125 1451
  deuteron: Y.Han et al./3/                                       2125 1451
  triton  : A.J.Koning and J.P.Delaroche/2/                       2125 1451
  He-3    : Y.Xu et al./4/                                        2125 1451
  alpha   : M.Avrigeanu and V.Avrigeanu/5/                        2125 1451
                                                                  2125 1451
* Level density parameters (Gilbert-Cameron model/6/)             2125 1451
  Energy dependent parameters of Mengoni-Nakajima/7/ were used.   2125 1451
                                                                  2125 1451
* Gamma-ray strength functions                                    2125 1451
  E1: modified Lorentzian model(MLO1)/8/                          2125 1451
  M1: standard Lorentzian model(SLO)                              2125 1451
  E2: standard Lorentzian model(SLO)                              2125 1451
                                                                  2125 1451
References                                                        2125 1451
 1) O.Iwamoto et al., Nucl. Data Sheets, 131, 259 (2016)          2125 1451
 2) A.J.Koning and J.P.Delaroche, Nucl. Phys. A713, 231 (2003)    2125 1451
 3) Y.Han et al., Phys. Rev. C 74,044615 (2006)                   2125 1451
 4) Y.Xu et al.,Sci. China, Phys. Mech. & Astron., 54, 2005       2125 1451
    (2011)                                                        2125 1451
 5) M.Avrigeanu and V.Avrigeanu, Phys. Rev. C82, 014606 (2010)    2125 1451
 6) A.Gilbert and A.G.W.Cameron, Can. J. Phys, 43, 1446 (1965)    2125 1451
 7) A.Mengoni and Y.Nakajima, J. Nucl. Sci. Technol., 31, 151     2125 1451
    (1994)                                                        2125 1451
 8) V.A.Plujko et al., J. Nucl. Sci. Technol.(supp. 2), 811       2125 1451
    (2002)                                                        2125 1451
                                1        451         60          12125 1451
                                3          5         33          12125 1451
                                6          5      28881          12125 1451
                                                                  2125 1  0
                                                                  2125 0  0
 2.104500+4 4.456971+1          0          0          0          02125 3  5
 0.000000+0 0.000000+0          0          0          1         882125 3  5
         88          2                                            2125 3  5
 1.000000+6 2.989762-6 1.500000+6 7.659182-6 2.000000+6 1.538147-52125 3  5
 2.500000+6 2.699507-5 3.000000+6 4.348995-5 3.500000+6 6.605584-52125 3  5
 4.000000+6 9.614732-5 4.500000+6 1.355764-4 5.000000+6 1.866488-42125 3  5
 5.500000+6 2.523593-4 6.000000+6 3.366611-4 6.500000+6 4.448319-42125 3  5
 7.000000+6 5.839766-4 7.500000+6 7.637397-4 8.000000+6 9.972972-42125 3  5
 8.500000+6 1.302612-3 9.000000+6 1.703488-3 9.500000+6 2.228502-32125 3  5
 1.000000+7 2.902399-3 1.050000+7 3.721229-3 1.100000+7 4.618969-32125 3  5
 1.150000+7 5.493371-3 1.200000+7 6.339648-3 1.250000+7 7.322608-32125 3  5
 1.300000+7 8.678848-3 1.350000+7 1.063340-2 1.400000+7 1.340328-22125 3  5
 1.450000+7 1.719474-2 1.500000+7 2.209833-2 1.550000+7 2.781571-22125 3  5
 1.600000+7 3.335174-2 1.650000+7 3.729483-2 1.700000+7 3.903187-22125 3  5
 1.750000+7 3.946735-2 1.800000+7 4.011423-2 1.850000+7 4.181791-22125 3  5
 1.900000+7 4.405678-2 1.950000+7 4.507310-2 2.000000+7 4.355041-22125 3  5
 2.100000+7 3.653385-2 2.200000+7 3.185896-2 2.300000+7 2.975227-22125 3  5
 2.400000+7 2.731512-2 2.500000+7 2.355860-2 2.600000+7 1.945548-22125 3  5
 2.700000+7 1.590549-2 2.800000+7 1.313652-2 2.900000+7 1.104769-22125 3  5
 3.000000+7 9.474821-3 3.200000+7 7.353719-3 3.400000+7 6.054980-32125 3  5
 3.600000+7 5.218875-3 3.800000+7 4.660568-3 4.000000+7 4.278532-32125 3  5
 4.200000+7 4.013172-3 4.400000+7 3.827429-3 4.600000+7 3.697137-32125 3  5
 4.800000+7 3.605926-3 5.000000+7 3.542373-3 5.200000+7 3.498327-32125 3  5
 5.400000+7 3.467876-3 5.600000+7 3.446687-3 5.800000+7 3.431558-32125 3  5
 6.000000+7 3.420119-3 6.200000+7 3.410613-3 6.400000+7 3.401744-32125 3  5
 6.600000+7 3.392564-3 6.800000+7 3.382389-3 7.000000+7 3.370732-32125 3  5
 7.200000+7 3.357266-3 7.400000+7 3.341776-3 7.600000+7 3.324142-32125 3  5
 7.800000+7 3.304310-3 8.000000+7 3.282283-3 8.500000+7 3.217960-32125 3  5
 9.000000+7 3.141637-3 9.500000+7 3.055334-3 1.000000+8 2.961366-32125 3  5
 1.100000+8 2.760110-3 1.200000+8 2.556945-3 1.300000+8 2.369799-32125 3  5
 1.400000+8 2.215125-3 1.500000+8 2.022953-3 1.600000+8 1.856972-32125 3  5
 1.700000+8 1.712447-3 1.800000+8 1.585693-3 1.900000+8 1.473798-32125 3  5
 2.000000+8 1.374438-3                                            2125 3  5
                                                                  2125 3  0
                                                                  2125 0  0
 2.104500+4 4.456971+1          0          2        203          02125 6  5
 1.000000+0 1.000000+0          0          1          1         692125 6  5
         69          2                                            2125 6  5
 1.000000+6 0.000000+0 1.132723+7 0.000000+0 1.150000+7 1.169824-12125 6  5
 1.200000+7 7.298978-1 1.250000+7 8.075445-1 1.300000+7 8.285283-12125 6  5
 1.350000+7 8.353925-1 1.400000+7 8.345554-1 1.450000+7 8.323860-12125 6  5
 1.500000+7 8.301446-1 1.550000+7 8.270707-1 1.600000+7 8.253081-12125 6  5
 1.650000+7 8.274975-1 1.700000+7 8.280951-1 1.750000+7 8.407605-12125 6  5
 1.800000+7 8.435538-1 1.850000+7 8.457436-1 1.900000+7 8.484680-12125 6  5
 1.950000+7 8.483819-1 2.000000+7 8.489642-1 2.100000+7 8.494593-12125 6  5
 2.200000+7 8.869207-1 2.300000+7 9.324532-1 2.400000+7 9.823936-12125 6  5
 2.500000+7 1.024715+0 2.600000+7 1.060177+0 2.700000+7 1.088588+02125 6  5
 2.800000+7 1.105182+0 2.900000+7 1.118388+0 3.000000+7 1.124466+02125 6  5
 3.200000+7 1.141964+0 3.400000+7 1.179086+0 3.600000+7 1.227707+02125 6  5
 3.800000+7 1.275434+0 4.000000+7 1.320909+0 4.200000+7 1.353742+02125 6  5
 4.400000+7 1.392569+0 4.600000+7 1.424512+0 4.800000+7 1.454014+02125 6  5
 5.000000+7 1.481945+0 5.200000+7 1.515171+0 5.400000+7 1.543216+02125 6  5
 5.600000+7 1.578090+0 5.800000+7 1.601958+0 6.000000+7 1.627928+02125 6  5
 6.200000+7 1.664469+0 6.400000+7 1.686795+0 6.600000+7 1.714503+02125 6  5
 6.800000+7 1.745011+0 7.000000+7 1.774052+0 7.200000+7 1.796350+02125 6  5
 7.400000+7 1.825655+0 7.600000+7 1.851579+0 7.800000+7 1.868567+02125 6  5
 8.000000+7 1.903287+0 8.500000+7 1.956260+0 9.000000+7 2.018272+02125 6  5
 9.500000+7 2.080704+0 1.000000+8 2.138845+0 1.100000+8 2.414392+02125 6  5
 1.200000+8 2.540666+0 1.300000+8 2.657321+0 1.400000+8 2.771151+02125 6  5
 1.500000+8 2.886807+0 1.600000+8 2.993199+0 1.700000+8 3.098426+02125 6  5
 1.800000+8 3.501361+0 1.900000+8 3.613554+0 2.000000+8 3.730055+02125 6  5
 0.000000+0 0.000000+0          1          2          1         302125 6  5
         30         22                                            2125 6  5
 0.000000+0 1.000000+6          0          4         18          32125 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 5.000000-1 2.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 1.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 0.000000+0 1.132723+7          0          4         18          32125 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 5.000000-1 2.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 1.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 0.000000+0 1.200000+7          0          4         54          92125 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 2.500000+4 6.358423-7 1.79289-23-2.50935-23-1.32122-23 6.43021-232125 6  5
 1.000000+5 2.543368-6 7.39362-10 2.05397-11 4.08712-13 6.64536-152125 6  5
 2.000000+5 1.346627-6 5.49488-10 1.54528-11 3.13663-13 4.70712-152125 6  5
 3.000000+5 3.941653-6 4.47390-10 1.26605-11 2.51147-13-5.50724-142125 6  5
 4.000000+5 1.235794-6 5.95377-10 1.70235-11 3.48110-13 6.34053-152125 6  5
 5.000000+5 2.258940-8 2.79112-10 8.06027-12 1.66300-13 2.62688-152125 6  5
 6.000000+5 2.208796-7 3.84740-24-1.08963-23-8.65384-24 2.56062-232125 6  5
 7.000000+5 1.378178-6-8.99815-23 1.35974-22-2.75390-23-9.85814-232125 6  5
 0.000000+0 1.400000+7          0          4        174         292125 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+02125 6  5
 2.500000+4 4.091015-8-1.82090-24 3.22903-24-2.43347-25 1.71542-242125 6  5
 1.000000+5 1.635871-7 1.237819-9 3.70567-11 7.90259-13 1.51529-142125 6  5
 2.000000+5 2.093089-7 1.618321-9 4.89195-11 1.05588-12 1.90332-142125 6  5
 3.000000+5 2.391592-7 1.887678-9 5.76142-11 1.25701-12 2.17910-142125 6  5
 4.000000+5 2.614912-7 2.105083-9 6.48665-11 1.42832-12 2.51092-142125 6  5
 5.000000+5 2.796038-7 2.293505-9 7.13504-11 1.58738-12 2.61993-142125 6  5
 6.000000+5 2.951523-7 2.464064-9 7.73782-11 1.73611-12 3.16517-142125 6  5
 7.000000+5 4.060420-7 3.383803-9 1.07292-10 2.43579-12 4.45817-142125 6  5
 8.000000+5 2.307769-7 2.685537-9 8.58322-11 1.95740-12 3.41970-142125 6  5
 9.000000+5 4.925218-7 4.083283-9 1.31870-10 3.04072-12 5.38781-142125 6  5
 1.000000+6 4.237741-7 2.776837-9 9.05458-11 2.10907-12 3.74042-142125 6  5
 1.100000+6 6.366191-7 3.365497-9 1.10723-10 2.60358-12 4.84118-142125 6  5
 1.200000+6 3.900439-7 4.852215-9 1.61240-10 3.83035-12 7.20434-142125 6  5
 1.300000+6 3.198262-7 2.108721-9 7.08839-11 1.70342-12 3.32223-142125 6  5
 1.400000+6 1.980329-7 2.204139-9 7.42399-11 1.78741-12 3.54151-142125 6  5
 1.500000+6 6.349953-7 5.207955-9 1.77464-10 4.32129-12 8.16824-142125 6  5
 1.600000+6 8.044220-7 2.314637-9 7.97113-11 1.96108-12 3.76243-142125 6  5
 1.700000+6 7.172892-7 4.117095-9 1.42644-10 3.53309-12 6.92518-142125 6  5
 1.800000+6 2.898339-7 3.058824-9 1.07363-10 2.69137-12 5.37917-142125 6  5
 1.900000+6 5.669683-7 2.770844-9 9.79602-11 2.47342-12 5.11489-142125 6  5
 2.000000+6 4.172853-7 2.913831-9 1.03873-10 2.64897-12 5.20184-142125 6  5
 2.100000+6 4.944947-7 2.269223-9 8.16780-11 2.10184-12 4.21080-142125 6  5
 2.200000+6 2.627228-7 1.671604-9 6.07067-11 1.57342-12 3.24830-142125 6  5
 2.300000+6 5.762306-7 1.202619-9 4.39478-11 1.14781-12 2.19923-142125 6  5
 2.400000+6 4.177396-7 1.409324-9 5.19106-11 1.36628-12 2.62144-142125 6  5
 2.500000+6 2.291044-8 5.90104-10 2.19283-11 5.82298-13 1.20516-142125 6  5
 2.600000+6 6.770305-8-5.22662-24-1.33595-24 1.71003-24 6.17876-242125 6  5
