Retrieved by E4-util: 2019/11/11,14:57:03                            1 0  0
 2.004600+4 4.555892+1         -1          0         38          12043 1451
 0.000000+0 0.000000+0          0          0          0          62043 1451
 0.000000+0 1.400000+8          0          0          0          12043 1451
 0.000000+0 0.000000+0          0          0         23          32043 1451
 20-Ca- 46 KAERI      EVAL-DEC99 Y.HAN,Y.-O.LEE                   2043 1451
NDS 163 109 (2020)    DIST-JUN20                                  2043 1451
----IAEA/PD-2019      MATERIAL 2043                               2043 1451
-----PHOTO-NUCLEAR DATA                                           2043 1451
------ENDF-6 FORMAT                                               2043 1451
 -----------------------------------------------------------------2043 1451
 MF=1 GENERAL INFORMATION                                         2043 1451
  MT=451 COMMENTS AND DICTIONARY                                  2043 1451
 -----------------------------------------------------------------2043 1451
 MF=3, MT=5 PHOTOABSORPTION CROSS SECTION WERE CALCULATED BY GNASH2043 1451
  CODE/1/.                                                        2043 1451
  PHOTOABSORPTION CROSS SECTIONS WERE COMPARED WITH EXPERIMENTAL  2043 1451
  DATA /2/.                                                       2043 1451
 -----------------------------------------------------------------2043 1451
 MF=6, MT=5 PRODUCTION CROSS SECTIONS AND ENERGY-ANGLE            2043 1451
  DISTRIBUTIONS FOR EMISSION NEUTRONS, PROTONS, DEUTERONS,TRITONS,2043 1451
  ALPHAS; AND ANGLE-INTEGRATED SPECTRA FOR GAMMA RAYS AND RESIDUAL2043 1451
  NUCLEI THAT ARE STABLE AGAINST PARTICLE EMISSION.               2043 1451
 -----------------------------------------------------------------2043 1451
 REFERENCES                                                       2043 1451
  1. M.B.CHADWICK ET AL., UCRL-ID-118721,(1994)                   2043 1451
  2. J.AHRENS ET AL.,     J.NP/A,251,479(1975)                    2043 1451
 -----------------------------------------------------------------2043 1451
                                1        451         30          12043 1451
                                3          5         26          12043 1451
                                6          5      18689          12043 1451
                                                                  2043 1  0
                                                                  2043 0  0
 2.004600+4 4.555892+1          0          0          0          02043 3  5
 0.000000+0 0.000000+0          0          0          1         682043 3  5
         68          2                                            2043 3  5
 1.039930+7 0.000000+0 1.100000+7 1.669789-3 1.200000+7 2.550303-32043 3  5
 1.300000+7 3.958141-3 1.400000+7 6.285779-3 1.500000+7 1.027518-22043 3  5
 1.600000+7 1.736614-2 1.650000+7 2.284944-2 1.700000+7 3.022406-22043 3  5
 1.750000+7 3.997573-2 1.800000+7 5.233622-2 1.850000+7 6.670948-22043 3  5
 1.900000+7 8.094101-2 1.950000+7 9.140009-2 2.000000+7 9.494517-22043 3  5
 2.050000+7 9.133708-2 2.100000+7 8.307044-2 2.150000+7 7.312635-22043 3  5
 2.200000+7 6.347594-2 2.250000+7 5.498365-2 2.300000+7 4.784419-22043 3  5
 2.400000+7 3.712142-2 2.500000+7 2.985951-2 2.600000+7 2.481445-22043 3  5
 2.700000+7 2.119024-2 2.800000+7 1.850108-2 2.900000+7 1.644725-22043 3  5
 3.000000+7 1.483701-2 3.100000+7 1.354751-2 3.200000+7 1.249485-22043 3  5
 3.300000+7 1.162009-2 3.400000+7 1.088327-2 3.500000+7 1.025440-22043 3  5
 3.600000+7 9.709996-3 3.700000+7 9.234973-3 3.800000+7 8.816235-32043 3  5
 3.900000+7 8.443885-3 4.000000+7 8.110024-3 4.200000+7 7.534785-32043 3  5
 4.400000+7 7.054229-3 4.600000+7 6.644060-3 4.800000+7 6.287585-32043 3  5
 5.000000+7 5.972903-3 5.200000+7 5.692317-3 5.400000+7 5.437129-32043 3  5
 5.600000+7 5.204538-3 5.800000+7 4.991446-3 6.000000+7 4.793953-32043 3  5
 6.200000+7 4.609559-3 6.400000+7 4.437463-3 6.600000+7 4.275368-32043 3  5
 6.800000+7 4.122870-3 7.000000+7 3.978474-3 7.200000+7 3.841776-32043 3  5
 7.400000+7 3.711878-3 7.600000+7 3.588381-3 7.800000+7 3.470582-32043 3  5
 8.000000+7 3.358284-3 8.500000+7 3.098787-3 9.000000+7 2.866189-32043 3  5
 9.500000+7 2.656991-3 1.000000+8 2.467393-3 1.050000+8 2.295894-32043 3  5
 1.100000+8 2.140195-3 1.150000+8 1.998496-3 1.200000+8 1.869396-32043 3  5
 1.300000+8 1.643397-3 1.400000+8 1.453498-3                      2043 3  5
                                                                  2043 3  0
                                                                  2043 0  0
 2.004600+4 4.555892+1          0          3         32          02043 6  5
 1.000000+0 1.000000+0          0          1          1         682043 6  5
         68          2                                            2043 6  5
 1.039930+7 0.000000+0 1.100000+7 9.992731-1 1.200000+7 9.999088-12043 6  5
 1.300000+7 9.999521-1 1.400000+7 9.999108-1 1.500000+7 9.986936-12043 6  5
 1.600000+7 9.929697-1 1.650000+7 9.892457-1 1.700000+7 9.861673-12043 6  5
 1.750000+7 9.838890-1 1.800000+7 1.020352+0 1.850000+7 1.133788+02043 6  5
 1.900000+7 1.255803+0 1.950000+7 1.338805+0 2.000000+7 1.434831+02043 6  5
 2.050000+7 1.490692+0 2.100000+7 1.557771+0 2.150000+7 1.583286+02043 6  5
 2.200000+7 1.622524+0 2.250000+7 1.626632+0 2.300000+7 1.648597+02043 6  5
 2.400000+7 1.651718+0 2.500000+7 1.642257+0 2.600000+7 1.629981+02043 6  5
 2.700000+7 1.618696+0 2.800000+7 1.608554+0 2.900000+7 1.598980+02043 6  5
 3.000000+7 1.594661+0 3.100000+7 1.611222+0 3.200000+7 1.644237+02043 6  5
 3.300000+7 1.687508+0 3.400000+7 1.733642+0 3.500000+7 1.777585+02043 6  5
 3.600000+7 1.817222+0 3.700000+7 1.854225+0 3.800000+7 1.890120+02043 6  5
 3.900000+7 1.926448+0 4.000000+7 1.963685+0 4.200000+7 2.043022+02043 6  5
 4.400000+7 2.127890+0 4.600000+7 2.211760+0 4.800000+7 2.293025+02043 6  5
 5.000000+7 2.372801+0 5.200000+7 2.450149+0 5.400000+7 2.524823+02043 6  5
 5.600000+7 2.597576+0 5.800000+7 2.668879+0 6.000000+7 2.739219+02043 6  5
 6.200000+7 2.807752+0 6.400000+7 2.876482+0 6.600000+7 2.940972+02043 6  5
 6.800000+7 3.003291+0 7.000000+7 3.063518+0 7.200000+7 3.121936+02043 6  5
 7.400000+7 3.178483+0 7.600000+7 3.232802+0 7.800000+7 3.284753+02043 6  5
 8.000000+7 3.334483+0 8.500000+7 3.449044+0 9.000000+7 3.551186+02043 6  5
 9.500000+7 3.643581+0 1.000000+8 3.727949+0 1.050000+8 3.805239+02043 6  5
 1.100000+8 3.876599+0 1.150000+8 3.941395+0 1.200000+8 4.004276+02043 6  5
 1.300000+8 4.118355+0 1.400000+8 4.239583+0                      2043 6  5
 0.000000+0 0.000000+0          2          1          1         682043 6  5
         68          2                                            2043 6  5
 0.000000+0 1.039930+7          0          1          6          22043 6  5
 0.000000+0 1.000000+5 0.000000+0 1.000000-5 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.100000+7          0          1          6          22043 6  5
 0.000000+0 1.363249-6 0.000000+0 7.335418+5 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.200000+7          0          1         12          42043 6  5
 0.000000+0 5.900900-7 2.346000-2 7.335418+5 0.000000+0 0.000000+02043 6  5
 1.222570+6 1.159738-6 4.477000-2 1.711597+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.300000+7          0          1         18          62043 6  5
 0.000000+0 6.579527-7 3.107000-2 7.335418+5 4.835726-7 1.626000-12043 6  5
 1.222570+6 0.000000+0 0.000000+0 1.711597+6 0.000000+0 0.000000+02043 6  5
 2.200625+6 5.743716-7 9.134000-2 2.689653+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.400000+7          0          1         24          82043 6  5
 0.000000+0 1.585992-7 1.676000-2 7.335418+5 6.209949-7 8.133000-22043 6  5
 1.222570+6 5.137704-7 9.471000-2 1.711597+6 3.206221-7 2.398000-12043 6  5
 2.200625+6 0.000000+0 0.000000+0 2.689653+6 0.000000+0 0.000000+02043 6  5
 3.178681+6 3.515868-7 1.275000-1 3.667709+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.500000+7          0          1         30         102043 6  5
 0.000000+0 1.600040-7 0.000000+0 7.335418+5 3.662589-7 0.000000+02043 6  5
 1.222570+6 1.262167-7 0.000000+0 1.711597+6 4.975159-7 0.000000+02043 6  5
 2.200625+6 3.606949-7 0.000000+0 2.689653+6 2.167882-7 0.000000+02043 6  5
 3.178681+6 0.000000+0 0.000000+0 3.667709+6 0.000000+0 0.000000+02043 6  5
 4.156737+6 2.373929-7 0.000000+0 4.645764+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.600000+7          0          1         36         122043 6  5
 0.000000+0 1.996263-7 1.681000-1 7.335418+5 2.347869-7 2.453000-12043 6  5
 1.222570+6 2.122022-7 2.755000-1 1.711597+6 3.000486-7 1.940000-12043 6  5
 2.200625+6 9.315985-8 2.877000-1 2.689653+6 3.520142-7 1.539000-12043 6  5
 3.178681+6 2.426310-7 1.551000-1 3.667709+6 1.468012-7 3.512000-12043 6  5
 4.156737+6 0.000000+0 0.000000+0 4.645764+6 0.000000+0 0.000000+02043 6  5
 5.134792+6 1.637899-7 1.771000-1 5.623820+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.650000+7          0          1         39         132043 6  5
 0.000000+0 2.186042-7 1.648000-1 7.335418+5 2.531205-7 2.460000-12043 6  5
 1.222570+6 2.286416-7 2.792000-1 1.711597+6 1.920304-7 3.113000-12043 6  5
 2.200625+6 2.519835-7 2.255000-1 2.689653+6 7.520487-8 3.391000-12043 6  5
 3.178681+6 2.775927-7 1.830000-1 3.667709+6 1.896823-7 1.824000-12043 6  5
 4.156737+6 1.179545-7 3.981000-1 4.645764+6 0.000000+0 0.000000+02043 6  5
 5.134792+6 0.000000+0 0.000000+0 5.623820+6 1.307567-7 2.021000-12043 6  5
 6.112848+6 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 1.700000+7          0          1         42         142043 6  5
 0.000000+0 2.331144-7 1.640000-1 7.335418+5 2.695397-7 2.471000-12043 6  5
 1.222570+6 2.410860-7 2.854000-1 1.711597+6 2.026262-7 3.216000-12043 6  5
 2.200625+6 1.624701-7 3.572000-1 2.689653+6 2.062679-7 2.611000-12043 6  5
 3.178681+6 5.949090-8 4.017000-1 3.667709+6 2.129762-7 2.221000-12043 6  5
 4.156737+6 1.448175-7 2.198000-1 4.645764+6 9.407714-8 4.558000-12043 6  5
 5.134792+6 0.000000+0 0.000000+0 5.623820+6 0.000000+0 0.000000+02043 6  5
 6.112848+6 1.018502-7 2.369000-1 6.601876+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.750000+7          0          1         45         152043 6  5
 0.000000+0 2.400362-7 1.667000-1 7.335418+5 2.822110-7 2.495000-12043 6  5
 1.222570+6 2.520851-7 2.910000-1 1.711597+6 2.101904-7 3.332000-12043 6  5
 2.200625+6 1.689399-7 3.738000-1 2.689653+6 1.328787-7 4.125000-12043 6  5
 3.178681+6 1.678935-7 3.000000-1 3.667709+6 4.692295-8 4.743000-12043 6  5
 4.156737+6 1.612651-7 2.726000-1 4.645764+6 1.091921-7 2.686000-12043 6  5
 5.134792+6 7.516566-8 5.219000-1 5.623820+6 0.000000+0 0.000000+02043 6  5
 6.112848+6 0.000000+0 0.000000+0 6.601876+6 7.807455-8 2.824000-12043 6  5
 7.090904+6 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 1.800000+7          0          1         48         162043 6  5
 0.000000+0 2.825908-7 1.409000-1 7.335418+5 2.769460-7 2.557000-12043 6  5
 1.222570+6 2.508394-7 2.967000-1 1.711597+6 2.091867-7 3.425000-12043 6  5
 2.200625+6 1.671580-7 3.900000-1 2.689653+6 1.320786-7 4.342000-12043 6  5
 3.178681+6 1.034553-7 4.760000-1 3.667709+6 1.327873-7 3.397000-12043 6  5
 4.156737+6 3.602928-8 5.527000-1 4.645764+6 1.175767-7 3.343000-12043 6  5
 5.134792+6 7.921115-8 3.288000-1 5.623820+6 5.839584-8 5.924000-12043 6  5
 6.112848+6 0.000000+0 0.000000+0 6.601876+6 0.000000+0 0.000000+02043 6  5
 7.090904+6 5.732272-8 3.389000-1 7.579932+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.850000+7          0          1         51         172043 6  5
 0.000000+0 3.887420-7 9.445000-2 7.335418+5 2.486903-7 2.644000-12043 6  5
 1.222570+6 2.283763-7 3.055000-1 1.711597+6 1.930814-7 3.508000-12043 6  5
 2.200625+6 1.545423-7 4.020000-1 2.689653+6 1.216865-7 4.535000-12043 6  5
 3.178681+6 9.596904-8 5.008000-1 3.667709+6 7.553565-8 5.445000-12043 6  5
 4.156737+6 9.983940-8 3.773000-1 4.645764+6 2.635478-8 6.314000-12043 6  5
 5.134792+6 8.095065-8 4.058000-1 5.623820+6 5.417662-8 3.989000-12043 6  5
 6.112848+6 4.304369-8 6.626000-1 6.601876+6 0.000000+0 0.000000+02043 6  5
 7.090904+6 0.000000+0 0.000000+0 7.579932+6 3.951367-8 4.053000-12043 6  5
 8.068959+6 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 1.900000+7          0          1         54         182043 6  5
 0.000000+0 4.436218-7 7.541000-2 7.335418+5 2.746460-7 2.207000-12043 6  5
 1.222570+6 2.055472-7 3.160000-1 1.711597+6 1.761318-7 3.612000-12043 6  5
 2.200625+6 1.429155-7 4.116000-1 2.689653+6 1.128400-7 4.669000-12043 6  5
 3.178681+6 8.890333-8 5.213000-1 3.667709+6 7.060668-8 5.701000-12043 6  5
 4.156737+6 5.610591-8 6.141000-1 4.645764+6 7.692518-8 4.106000-12043 6  5
 5.134792+6 1.981195-8 7.049000-1 5.623820+6 5.699465-8 4.835000-12043 6  5
 6.112848+6 3.784088-8 4.759000-1 6.601876+6 3.246013-8 7.283000-12043 6  5
 7.090904+6 0.000000+0 0.000000+0 7.579932+6 0.000000+0 0.000000+02043 6  5
 8.068959+6 2.771156-8 4.787000-1 8.557988+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 1.950000+7          0          1         57         192043 6  5
 0.000000+0 4.139493-7 7.562000-2 7.335418+5 3.456715-7 1.664000-12043 6  5
 1.222570+6 2.197995-7 2.831000-1 1.711597+6 1.650674-7 3.726000-12043 6  5
 2.200625+6 1.357177-7 4.224000-1 2.689653+6 1.085724-7 4.766000-12043 6  5
 3.178681+6 8.587439-8 5.347000-1 3.667709+6 6.829216-8 5.902000-12043 6  5
 4.156737+6 5.486062-8 6.386000-1 4.645764+6 4.409444-8 6.809000-12043 6  5
 5.134792+6 6.283309-8 4.385000-1 5.623820+6 1.583960-8 7.695000-12043 6  5
 6.112848+6 4.267106-8 5.632000-1 6.601876+6 2.811504-8 5.552000-12043 6  5
 7.090904+6 2.594946-8 7.862000-1 7.579932+6 0.000000+0 0.000000+02043 6  5
 8.068959+6 0.000000+0 0.000000+0 8.557988+6 2.059116-8 5.551000-12043 6  5
 9.047015+6 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 2.000000+7          0          1         60         202043 6  5
 0.000000+0 4.056197-7 8.231000-2 7.335418+5 3.388053-7 1.733000-12043 6  5
 1.222570+6 2.657039-7 2.323000-1 1.711597+6 1.718351-7 3.493000-12043 6  5
 2.200625+6 1.260585-7 4.413000-1 2.689653+6 1.019554-7 4.931000-12043 6  5
 3.178681+6 8.167211-8 5.491000-1 3.667709+6 6.533081-8 6.075000-12043 6  5
 4.156737+6 5.271979-8 6.616000-1 4.645764+6 4.294524-8 7.071000-12043 6  5
 5.134792+6 3.494714-8 7.458000-1 5.623820+6 5.178069-8 4.621000-12043 6  5
 6.112848+6 1.280932-8 8.264000-1 6.601876+6 3.233802-8 6.447000-12043 6  5
 7.090904+6 2.116523-8 6.370000-1 7.579932+6 2.092923-8 8.378000-12043 6  5
 8.068959+6 0.000000+0 0.000000+0 8.557988+6 0.000000+0 0.000000+02043 6  5
 9.047015+6 1.544801-8 6.351000-1 9.536043+6 0.000000+0 0.000000+02043 6  5
 0.000000+0 2.050000+7          0          1         63         212043 6  5
 0.000000+0 3.713186-7 8.782001-2 7.335418+5 3.564105-7 1.619000-12043 6  5
 1.222570+6 2.604897-7 2.338000-1 1.711597+6 2.023988-7 2.934000-12043 6  5
 2.200625+6 1.361049-7 4.055000-1 2.689653+6 9.873021-8 5.068000-12043 6  5
 3.178681+6 7.996697-8 5.608000-1 3.667709+6 6.472363-8 6.171000-12043 6  5
 4.156737+6 5.254663-8 6.737000-1 4.645764+6 4.304996-8 7.243000-12043 6  5
 5.134792+6 3.552838-8 7.655000-1 5.623820+6 2.921613-8 7.996000-12043 6  5
 6.112848+6 4.472204-8 4.796000-1 6.601876+6 1.090305-8 8.698999-12043 6  5
 7.090904+6 2.609072-8 7.161000-1 7.579932+6 1.695880-8 7.090000-12043 6  5
 8.068959+6 1.773491-8 8.776000-1 8.557988+6 0.000000+0 0.000000+02043 6  5
 9.047015+6 0.000000+0 0.000000+0 9.536043+6 1.232003-8 7.061000-12043 6  5
 1.002507+7 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 2.100000+7          0          1         66         222043 6  5
 0.000000+0 3.303344-7 9.517000-2 7.335418+5 3.502701-7 1.600000-12043 6  5
 1.222570+6 2.883237-7 2.061000-1 1.711597+6 2.053700-7 2.832000-12043 6  5
 2.200625+6 1.658435-7 3.267000-1 2.689653+6 1.057144-7 4.660000-12043 6  5
 3.178681+6 7.732820-8 5.731000-1 3.667709+6 6.324867-8 6.272000-12043 6  5
 4.156737+6 5.192712-8 6.817000-1 4.645764+6 4.283268-8 7.343000-12043 6  5
 5.134792+6 3.560724-8 7.797000-1 5.623820+6 2.972383-8 8.157000-12043 6  5
 6.112848+6 2.466234-8 8.446000-1 6.601876+6 3.879528-8 4.929000-12043 6  5
 7.090904+6 9.364831-9 9.037000-1 7.579932+6 2.141162-8 7.782000-12043 6  5
 8.068959+6 1.382169-8 7.720000-1 8.557988+6 1.513441-8 9.089001-12043 6  5
 9.047015+6 0.000000+0 0.000000+0 9.536043+6 0.000000+0 0.000000+02043 6  5
 1.002507+7 9.992146-9 7.688000-1 1.051410+7 0.000000+0 0.000000+02043 6  5
 0.000000+0 2.150000+7          0          1         69         232043 6  5
 0.000000+0 3.070573-7 1.007000-1 7.335418+5 3.253617-7 1.707000-12043 6  5
 1.222570+6 2.867029-7 2.068000-1 1.711597+6 2.263236-7 2.576000-12043 6  5
 2.200625+6 1.646771-7 3.311000-1 2.689653+6 1.274417-7 3.904000-12043 6  5
 3.178681+6 8.285857-8 5.422000-1 3.667709+6 6.319930-8 6.394000-12043 6  5
 4.156737+6 5.244520-8 6.916000-1 4.645764+6 4.375807-8 7.421000-12043 6  5
 5.134792+6 3.667919-8 7.890000-1 5.623820+6 3.090698-8 8.282000-12043 6  5
 6.112848+6 2.607002-8 8.584000-1 6.601876+6 2.180107-8 8.822001-12043 6  5
 7.090904+6 3.516434-8 5.029000-1 7.579932+6 8.419839-9 9.300000-12043 6  5
 8.068959+6 1.852640-8 8.316000-1 8.557988+6 1.188505-8 8.263000-12043 6  5
 9.047015+6 1.351328-8 9.335000-1 9.536043+6 0.000000+0 0.000000+02043 6  5
 1.002507+7 0.000000+0 0.000000+0 1.051410+7 8.552965-9 8.233000-12043 6  5
 1.100313+7 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 2.200000+7          0          1         72         242043 6  5
 0.000000+0 2.995504-7 9.997000-2 7.335418+5 3.063153-7 1.771000-12043 6  5
 1.222570+6 2.692593-7 2.166000-1 1.711597+6 2.295895-7 2.510000-12043 6  5
 2.200625+6 1.777706-7 3.046000-1 2.689653+6 1.294189-7 3.831000-12043 6  5
 3.178681+6 9.787189-8 4.591000-1 3.667709+6 6.561316-8 6.184000-12043 6  5
 4.156737+6 5.217894-8 7.014000-1 4.645764+6 4.397303-8 7.497000-12043 6  5
 5.134792+6 3.725822-8 7.948000-1 5.623820+6 3.166926-8 8.352000-12043 6  5
 6.112848+6 2.699058-8 8.679000-1 6.601876+6 2.295689-8 8.926000-12043 6  5
 7.090904+6 1.936059-8 9.116000-1 7.579932+6 3.181074-8 5.102000-12043 6  5
 8.068959+6 7.569115-9 9.494000-1 8.557988+6 1.616399-8 8.741000-12043 6  5
 9.047015+6 1.031592-8 8.697001-1 9.536043+6 1.206938-8 9.518000-12043 6  5
 1.002507+7 0.000000+0 0.000000+0 1.051410+7 0.000000+0 0.000000+02043 6  5
 1.100313+7 7.392287-9 8.671000-1 1.149215+7 0.000000+0 0.000000+02043 6  5
 0.000000+0 2.250000+7          0          1         75         252043 6  5
 0.000000+0 2.981939-7 9.884000-2 7.335418+5 2.984122-7 1.805000-12043 6  5
 1.222570+6 2.571508-7 2.266000-1 1.711597+6 2.186663-7 2.649000-12043 6  5
 2.200625+6 1.752557-7 3.120000-1 2.689653+6 1.354020-7 3.712000-12043 6  5
 3.178681+6 9.843076-8 4.644000-1 3.667709+6 7.366289-8 5.624000-12043 6  5
 4.156737+6 5.492011-8 6.833000-1 4.645764+6 4.486702-8 7.572000-12043 6  5
 5.134792+6 3.837059-8 8.003000-1 5.623820+6 3.294743-8 8.391000-12043 6  5
 6.112848+6 2.833469-8 8.729000-1 6.601876+6 2.436899-8 8.995000-12043 6  5
 7.090904+6 2.091070-8 9.191000-1 7.579932+6 1.773089-8 9.341000-12043 6  5
 8.068959+6 2.954251-8 5.156000-1 8.557988+6 6.997283-9 9.636000-12043 6  5
 9.047015+6 1.460963-8 9.069000-1 9.536043+6 9.283178-9 9.034000-12043 6  5
 1.002507+7 1.109280-8 9.652000-1 1.051410+7 0.000000+0 0.000000+02043 6  5
 1.100313+7 0.000000+0 0.000000+0 1.149215+7 6.625914-9 9.012000-12043 6  5
 1.198118+7 0.000000+0 0.000000+0                                 2043 6  5
 0.000000+0 2.300000+7          0          1         78         262043 6  5
 0.000000+0 2.886430-7 9.889999-2 7.335418+5 3.084562-7 1.705000-12043 6  5
 1.222570+6 2.513966-7 2.280000-1 1.711597+6 2.085737-7 2.748000-12043 6  5
 2.200625+6 1.660792-7 3.273000-1 2.689653+6 1.350438-7 3.716000-12043 6  5
 3.178681+6 1.040005-7 4.403000-1 3.667709+6 7.548222-8 5.518000-12043 6  5
 4.156737+6 6.108209-8 6.199000-1 4.645764+6 4.633713-8 7.430000-12043 6  5
 5.134792+6 3.882506-8 8.057000-1 5.623820+6 3.362791-8 8.429000-12043 6  5
 6.112848+6 2.920013-8 8.754000-1 6.601876+6 2.534839-8 9.028999-12043 6  5
 7.090904+6 2.200713-8 9.241000-1 7.579932+6 1.899250-8 9.395000-12043 6  5
 8.068959+6 1.616800-8 9.511000-1 8.557988+6 2.722660-8 5.194000-12043 6  5
 9.047015+6 6.428891-9 9.738000-1 9.536043+6 1.319943-8 9.316999-12043 6  5
 1.002507+7 8.355391-9 9.289000-1 1.051410+7 1.013705-8 9.749001-12043 6  5
 1.100313+7 0.000000+0 0.000000+0 1.149215+7 0.000000+0 0.000000+02043 6  5
 1.198118+7 5.940929-9 9.271000-1 1.247021+7 0.000000+0 0.000000+02043 6  5
 0.000000+0 2.400000+7          0          1         84         282043 6  5
 0.000000+0 2.706365-7 1.001000-1 7.335418+5 2.927322-7 1.731000-12043 6  5
 1.222570+6 2.532220-7 2.212000-1 1.711597+6 2.123203-7 2.670000-12043 6  5
 2.200625+6 1.598984-7 3.398000-1 2.689653+6 1.262828-7 4.007000-12043 6  5
 3.178681+6 1.010910-7 4.604000-1 3.667709+6 8.131835-8 5.241000-12043 6  5
 4.156737+6 6.579869-8 5.929000-1 4.645764+6 5.192267-8 6.881000-12043 6  5
 5.134792+6 4.367194-8 7.494000-1 5.623820+6 3.575618-8 8.375999-12043 6  5
 6.112848+6 3.105505-8 8.801001-1 6.601876+6 2.742182-8 9.058000-12043 6  5
 7.090904+6 2.425313-8 9.271000-1 7.579932+6 2.139646-8 9.444000-12043 6  5
 8.068959+6 1.877842-8 9.573000-1 8.557988+6 1.632806-8 9.665000-12043 6  5
 9.047015+6 1.398041-8 9.732000-1 9.536043+6 2.388841-8 5.241000-12043 6  5
 1.002507+7 5.620174-9 9.865000-1 1.051410+7 1.129374-8 9.637000-12043 6  5
 1.100313+7 7.104038-9 9.618999-1 1.149215+7 8.772034-9 9.870000-12043 6  5
 1.198118+7 0.000000+0 0.000000+0 1.247021+7 0.000000+0 0.000000+02043 6  5
 1.295924+7 5.012515-9 9.606999-1 1.344827+7 0.000000+0 0.000000+02043 6  5
 0.000000+0 2.500000+7          0          1         90         302043 6  5
 0.000000+0 2.483533-7 1.028000-1 7.335418+5 2.814157-7 1.723000-12043 6  5
 1.222570+6 2.480678-7 2.188000-1 1.711597+6 2.077190-7 2.676000-12043 6  5
 2.200625+6 1.640846-7 3.281000-1 2.689653+6 1.313992-7 3.852000-12043 6  5
 3.178681+6 1.013433-7 4.630000-1 3.667709+6 7.970233-8 5.430000-12043 6  5
 4.156737+6 6.664042-8 5.984000-1 4.645764+6 5.589377-8 6.576000-12043 6  5
 5.134792+6 4.695033-8 7.221000-1 5.623820+6 3.916710-8 7.979000-12043 6  5
 6.112848+6 3.411165-8 8.433000-1 6.601876+6 2.929536-8 9.014000-12043 6  5
 7.090904+6 2.606878-8 9.283999-1 7.579932+6 2.337224-8 9.448999-12043 6  5
 8.068959+6 2.090058-8 9.581000-1 8.557988+6 1.859936-8 9.685000-12043 6  5
 9.047015+6 1.643573-8 9.761001-1 9.536043+6 1.436555-8 9.815001-12043 6  5
 1.002507+7 1.234733-8 9.854000-1 1.051410+7 2.127401-8 5.265000-12043 6  5
 1.100313+7 4.996216-9 9.929000-1 1.149215+7 9.922692-9 9.808000-12043 6  5
 1.198118+7 6.206206-9 9.797000-1 1.247021+7 7.717937-9 9.932000-12043 6  5
 1.295924+7 0.000000+0 0.000000+0 1.344827+7 0.000000+0 0.000000+02043 6  5
 1.393729+7 4.345831-9 9.788000-1 1.442632+7 0.000000+0 0.000000+02043 6  5
 0.000000+0 2.600000+7          0          1         96         322043 6  5
 0.000000+0 2.294059-7 1.040000-1 7.335418+5 2.699810-7 1.701000-12043 6  5
 1.222570+6 2.415960-7 2.153000-1 1.711597+6 2.048745-7 2.631000-12043 6  5
 2.200625+6 1.642527-7 3.210000-1 2.689653+6 1.314113-7 3.806000-12043 6  5
 3.178681+6 1.049831-7 4.454000-1 3.667709+6 8.433049-8 5.152000-12043 6  5
 4.156737+6 6.775949-8 5.948000-1 4.645764+6 5.614835-8 6.657000-12043 6  5
 5.134792+6 4.806673-8 7.216000-1 5.623820+6 4.176215-8 7.703000-12043 6  5
 6.112848+6 3.632025-8 8.209001-1 6.601876+6 3.152159-8 8.749000-12043 6  5
 7.090904+6 2.815954-8 9.055000-1 7.579932+6 2.497080-8 9.415000-12043 6  5
 8.068959+6 2.253770-8 9.580000-1 8.557988+6 2.037648-8 9.681000-12043 6  5
 9.047015+6 1.835297-8 9.761001-1 9.536043+6 1.643193-8 9.822001-12043 6  5
 1.002507+7 1.458778-8 9.867000-1 1.051410+7 1.279310-8 9.897000-12043 6  5
 1.100313+7 1.102224-8 9.919001-1 1.149215+7 1.907555-8 5.277000-12043 6  5
 1.198118+7 4.474208-9 9.962999-1 1.247021+7 8.824990-9 9.898000-12043 6  5
