Retrieved by E4-util: 2019/11/11,14:56:57                            1 0  0
 1.603600+4 3.565810+1         -1          0         38          11637 1451
 0.000000+0 0.000000+0          0          0          0          61637 1451
 0.000000+0 1.400000+8          0          0          0          11637 1451
 0.000000+0 0.000000+0          0          0         20          31637 1451
 16-S - 36 KAERI      EVAL-DEC99 Y.HAN,Y.-O.LEE                   1637 1451
NDS 163 109 (2020)    DIST-JUN20                                  1637 1451
----IAEA/PD-2019      MATERIAL 1637                               1637 1451
-----PHOTO-NUCLEAR DATA                                           1637 1451
------ENDF-6 FORMAT                                               1637 1451
 -----------------------------------------------------------------1637 1451
 MF=1 GENERAL INFORMATION                                         1637 1451
  MT=451 COMMENTS AND DICTIONARY                                  1637 1451
 -----------------------------------------------------------------1637 1451
 MF=3, MT=5 PHOTOABSORPTION CROSS SECTION WERE CALCULATED BY GNASH1637 1451
  CODE/1/.                                                        1637 1451
 -----------------------------------------------------------------1637 1451
 MF=6, MT=5 PRODUCTION CROSS SECTIONS AND ENERGY-ANGLE            1637 1451
  DISTRIBUTIONS FOR EMISSION NEUTRONS, PROTONS, DEUTERONS,TRITONS,1637 1451
  ALPHAS; AND ANGLE-INTEGRATED SPECTRA FOR GAMMA RAYS AND RESIDUAL1637 1451
  NUCLEI THAT ARE STABLE AGAINST PARTICLE EMISSION.               1637 1451
 -----------------------------------------------------------------1637 1451
 REFERENCES                                                       1637 1451
  1. M.B.CHADWICK ET AL., UCRL-ID-118721,(1994)                   1637 1451
 -----------------------------------------------------------------1637 1451
                                1        451         27          11637 1451
                                3          5         26          11637 1451
                                6          5      18900          11637 1451
                                                                  1637 1  0
                                                                  1637 0  0
 1.603600+4 3.565810+1          0          0          0          01637 3  5
 0.000000+0 0.000000+0          0          0          1         691637 3  5
         69          2                                            1637 3  5
 9.008100+6 2.277002-5 1.000000+7 8.601100-4 1.100000+7 1.458862-31637 3  5
 1.200000+7 2.543163-3 1.300000+7 4.611589-3 1.400000+7 8.764497-31637 3  5
 1.500000+7 1.721488-2 1.600000+7 3.138632-2 1.650000+7 3.803264-21637 3  5
 1.700000+7 4.121077-2 1.750000+7 4.038857-2 1.800000+7 3.743998-21637 3  5
 1.850000+7 3.456509-2 1.900000+7 3.313945-2 1.950000+7 3.397182-21637 3  5
 2.000000+7 3.775697-2 2.050000+7 4.507168-2 2.100000+7 5.526338-21637 3  5
 2.150000+7 6.423403-2 2.200000+7 6.571723-2 2.250000+7 5.892386-21637 3  5
 2.300000+7 4.896646-2 2.400000+7 3.269148-2 2.500000+7 2.318249-21637 3  5
 2.600000+7 1.731206-2 2.700000+7 1.353686-2 2.800000+7 1.102009-21637 3  5
 2.900000+7 9.272532-3 3.000000+7 8.014251-3 3.100000+7 7.080188-31637 3  5
 3.200000+7 6.369232-3 3.300000+7 5.816823-3 3.400000+7 5.380084-31637 3  5
 3.500000+7 5.029727-3 3.600000+7 4.745157-3 3.700000+7 4.511681-31637 3  5
 3.800000+7 4.318198-3 3.900000+7 4.156712-3 4.000000+7 4.020823-31637 3  5
 4.200000+7 3.808039-3 4.400000+7 3.652250-3 4.600000+7 3.535758-31637 3  5
 4.800000+7 3.446764-3 5.000000+7 3.377369-3 5.200000+7 3.321873-31637 3  5
 5.400000+7 3.276276-3 5.600000+7 3.237679-3 5.800000+7 3.203881-31637 3  5
 6.000000+7 3.173483-3 6.200000+7 3.145084-3 6.400000+7 3.117985-31637 3  5
 6.600000+7 3.091387-3 6.800000+7 3.064788-3 7.000000+7 3.037989-31637 3  5
 7.200000+7 3.010689-3 7.400000+7 2.982590-3 7.600000+7 2.953691-31637 3  5
 7.800000+7 2.923792-3 8.000000+7 2.892992-3 8.500000+7 2.811793-31637 3  5
 9.000000+7 2.725194-3 9.500000+7 2.634095-3 1.000000+8 2.539896-31637 3  5
 1.050000+8 2.444097-3 1.100000+8 2.348097-3 1.150000+8 2.253597-31637 3  5
 1.200000+8 2.161998-3 1.300000+8 1.993998-3 1.400000+8 1.855699-31637 3  5
                                                                  1637 3  0
                                                                  1637 0  0
 1.603600+4 3.565810+1          0          3         29          01637 6  5
 1.000000+0 1.000000+0          0          1          1         701637 6  5
         70          2                                            1637 6  5
 9.008100+6 0.000000+0 9.888700+6 0.000000+0 1.000000+7 9.998187-11637 6  5
 1.100000+7 9.995510-1 1.200000+7 9.637878-1 1.300000+7 8.898396-11637 6  5
 1.400000+7 8.559116-1 1.500000+7 8.634738-1 1.600000+7 8.763911-11637 6  5
 1.650000+7 8.869346-1 1.700000+7 9.191257-1 1.750000+7 1.011815+01637 6  5
 1.800000+7 1.104652+0 1.850000+7 1.193426+0 1.900000+7 1.266344+01637 6  5
 1.950000+7 1.335535+0 2.000000+7 1.391398+0 2.050000+7 1.447441+01637 6  5
 2.100000+7 1.488833+0 2.150000+7 1.526792+0 2.200000+7 1.548696+01637 6  5
