Retrieved by E4-util: 2019/11/11,14:56:55                            1 0  0
 1.402900+4 2.872756+1         -1          0         38          11428 1451
 0.000000+0 0.000000+0          0          0          0          61428 1451
 0.000000+0 1.400000+8          0          0          0       20191428 1451
 0.000000+0 0.000000+0          0          0         26          31428 1451
 14-Si- 29 KAERI      EVAL-DEC99 Y.HAN,Y.-O.LEE                   1428 1451
NDS 163 109 (2020)    DIST-JUN20                                  1428 1451
----IAEA/PD-2019      MATERIAL 1428                               1428 1451
-----PHOTO-NUCLEAR DATA                                           1428 1451
------ENDF-6 FORMAT                                               1428 1451
 -----------------------------------------------------------------1428 1451
 MF=1 GENERAL INFORMATION                                         1428 1451
  MT=451 COMMENTS AND DICTIONARY                                  1428 1451
 -----------------------------------------------------------------1428 1451
 MF=3, MT=5 PHOTOABSORPTION CROSS SECTION WERE CALCULATED BY GNASH1428 1451
  CODE/1/.                                                        1428 1451
  PHOTOABSORPTION CROSS SECTIONS WERE COMPARED WITH EXPERIMENTAL  1428 1451
  DATA /2/.                                                       1428 1451
  PHOTONEUTRON CROSS SECTIONS FOR WERE COMPARED WITH EXPERIMENTAL 1428 1451
  DATA /3/.                                                       1428 1451
 -----------------------------------------------------------------1428 1451
 MF=6, MT=5 PRODUCTION CROSS SECTIONS AND ENERGY-ANGLE            1428 1451
  DISTRIBUTIONS FOR EMISSION NEUTRONS, PROTONS, DEUTERONS,TRITONS,1428 1451
  ALPHAS; AND ANGLE-INTEGRATED SPECTRA FOR GAMMA RAYS AND RESIDUAL1428 1451
  NUCLEI THAT ARE STABLE AGAINST PARTICLE EMISSION.               1428 1451
 -----------------------------------------------------------------1428 1451
 REFERENCES                                                       1428 1451
  1. M.B.CHADWICK ET AL., UCRL-ID-118721,(1994)                   1428 1451
  2. J.AHRENS ET AL.,     J.NP/A,251,479(1975)                    1428 1451
  3. R.E.PYWELL ET AL.,   J.PR/C,27,960(1983)                     1428 1451
 -----------------------------------------------------------------1428 1451
                                1        451         33          11428 1451
                                3          5         27          11428 1451
                                6          5      17044          11428 1451
                                                                  1428 1  0
                                                                  1428 0  0
 1.402900+4 2.872756+1          0          0          0          01428 3  5
 0.000000+0 0.000000+0          0          0          1         701428 3  5
         70          2                                            1428 3  5
 8.473900+6 0.000000+0 9.000000+6 6.854630-5 1.000000+7 1.186133-41428 3  5
 1.100000+7 2.064896-4 1.200000+7 3.614657-4 1.300000+7 6.402413-41428 3  5
 1.400000+7 1.163274-3 1.500000+7 2.213808-3 1.600000+7 4.567303-31428 3  5
 1.650000+7 6.871174-3 1.700000+7 1.076721-2 1.750000+7 1.757865-21428 3  5
 1.800000+7 2.894934-2 1.850000+7 4.281573-2 1.900000+7 4.921071-21428 3  5
 1.950000+7 4.864248-2 2.000000+7 5.161230-2 2.050000+7 5.771857-21428 3  5
 2.100000+7 5.657281-2 2.150000+7 4.668248-2 2.200000+7 3.624923-21428 3  5
 2.250000+7 2.881832-2 2.300000+7 2.416098-2 2.350000+7 2.145467-21428 3  5
 2.400000+7 2.007675-2 2.450000+7 1.959146-2 2.500000+7 1.964595-21428 3  5
 2.550000+7 1.989638-2 2.600000+7 2.001486-2 2.700000+7 1.906515-21428 3  5
 2.800000+7 1.673365-2 2.900000+7 1.413387-2 3.000000+7 1.192265-21428 3  5
 3.100000+7 1.021012-2 3.200000+7 8.910189-3 3.300000+7 7.917957-31428 3  5
 3.400000+7 7.147566-3 3.500000+7 6.537941-3 3.600000+7 6.046392-31428 3  5
 3.700000+7 5.643230-3 3.800000+7 5.307458-3 3.900000+7 5.023780-31428 3  5
 4.000000+7 4.781097-3 4.200000+7 4.388022-3 4.400000+7 4.083038-31428 3  5
 4.600000+7 3.838750-3 4.800000+7 3.638059-3 5.000000+7 3.469366-31428 3  5
 5.200000+7 3.325471-3 5.400000+7 3.199275-3 5.600000+7 3.088078-31428 3  5
 5.800000+7 2.989181-3 6.000000+7 2.899883-3 6.200000+7 2.818084-31428 3  5
 6.400000+7 2.743186-3 6.600000+7 2.673688-3 6.800000+7 2.609189-31428 3  5
 7.000000+7 2.548690-3 7.500000+7 2.412692-3 8.000000+7 2.293194-31428 3  5
