Retrieved by E4-util: 2019/11/11,14:56:53                            1 0  0
 1.102300+4 2.279228+1         -1          0         38          11125 1451
 0.000000+0 0.000000+0          0          0          0          61125 1451
 0.000000+0 1.400000+8          0          0          0       20191125 1451
 0.000000+0 0.000000+0          0          0         24          31125 1451
 11-Na- 23 KAERI      EVAL-DEC99 Y.HAN,Y.-O.LEE                   1125 1451
NDS 163 109 (2020)    DIST-JUN20                                  1125 1451
----IAEA/PD-2019      MATERIAL 1125                               1125 1451
-----PHOTO-NUCLEAR DATA                                           1125 1451
------ENDF-6 FORMAT                                               1125 1451
 -----------------------------------------------------------------1125 1451
 MF=1 GENERAL INFORMATION                                         1125 1451
  MT=451 COMMENTS AND DICTIONARY                                  1125 1451
 -----------------------------------------------------------------1125 1451
 MF=3, MT=5 PHOTOABSORPTION CROSS SECTION WERE CALCULATED BY GNASH1125 1451
  CODE/1/.                                                        1125 1451
  THE PHOTONEUTRON CROSS SECTIONS WERE COMPARED WITH EXPERIMENTAL 1125 1451
  DATA /2,3/.                                                     1125 1451
 -----------------------------------------------------------------1125 1451
 MF=6, MT=5 PRODUCTION CROSS SECTIONS AND ENERGY-ANGLE            1125 1451
  DISTRIBUTIONS FOR EMISSION NEUTRONS, PROTONS, DEUTERONS,TRITONS,1125 1451
  ALPHAS; AND ANGLE-INTEGRATED SPECTRA FOR GAMMA RAYS AND RESIDUAL1125 1451
  NUCLEI THAT ARE STABLE AGAINST PARTICLE EMISSION.               1125 1451
 -----------------------------------------------------------------1125 1451
 REFERENCES                                                       1125 1451
  1. M.B.CHADWICK ET AL., UCRL-ID-118721,(1994)                   1125 1451
  2. A.VEYSSIERE ET AL.,  J.NP/A,227,513(1974)                    1125 1451
  3. R.A.ALVAREZ ET AL.,  J.PR/C,4,1673(1971)                     1125 1451
 -----------------------------------------------------------------1125 1451
                                1        451         31          11125 1451
                                3          5         27          11125 1451
                                6          5      19272          11125 1451
                                                                  1125 1  0
                                                                  1125 0  0
 1.102300+4 2.279228+1          0          0          0          01125 3  5
 0.000000+0 0.000000+0          0          0          1         701125 3  5
         70          2                                            1125 3  5
 8.794100+6 0.000000+0 9.000000+6 1.710001-5 1.000000+7 4.259585-41125 3  5
 1.100000+7 1.173355-3 1.200000+7 1.805098-3 1.300000+7 2.796546-31125 3  5
 1.400000+7 4.428222-3 1.500000+7 7.124012-3 1.600000+7 1.136296-21125 3  5
 1.700000+7 1.693123-2 1.750000+7 1.958075-2 1.800000+7 2.154496-21125 3  5
 1.850000+7 2.249320-2 1.900000+7 2.241440-2 1.950000+7 2.158221-21125 3  5
 2.000000+7 2.038323-2 2.050000+7 1.914722-2 2.100000+7 1.810205-21125 3  5
 2.150000+7 1.737666-2 2.200000+7 1.703904-2 2.300000+7 1.753323-21125 3  5
 2.400000+7 1.883831-2 2.450000+7 1.918771-2 2.500000+7 1.901646-21125 3  5
 2.550000+7 1.829349-2 2.600000+7 1.716266-2 2.700000+7 1.448881-21125 3  5
 2.800000+7 1.209138-2 2.900000+7 1.023442-2 3.000000+7 8.843105-31125 3  5
 3.100000+7 7.790872-3 3.200000+7 6.978099-3 3.300000+7 6.335538-31125 3  5
 3.400000+7 5.816015-3 3.500000+7 5.387349-3 3.600000+7 5.027451-31125 3  5
 3.700000+7 4.720529-3 3.800000+7 4.455190-3 3.900000+7 4.222937-31125 3  5
 4.000000+7 4.017675-3 4.200000+7 3.669631-3 4.400000+7 3.383869-31125 3  5
 4.600000+7 3.143195-3 4.800000+7 2.936415-3 5.000000+7 2.755830-31125 3  5
 5.200000+7 2.650440-3 5.400000+7 2.570448-3 5.600000+7 2.502555-31125 3  5
 5.800000+7 2.443960-3 6.000000+7 2.392464-3 6.200000+7 2.346668-31125 3  5
 6.400000+7 2.304371-3 6.600000+7 2.265973-3 6.800000+7 2.229476-31125 3  5
 7.000000+7 2.195178-3 7.300000+7 2.146180-3 7.600000+7 2.099183-31125 3  5
