Retrieved by E4-util: 2019/11/11,14:56:56                            1 0  0
 1.603300+4 3.268822+1         -1          0         38          11628 1451
 0.000000+0 0.000000+0          0          0          0          61628 1451
 0.000000+0 1.400000+8          0          0          0       20191628 1451
 0.000000+0 0.000000+0          0          0         20          31628 1451
 16-S - 33 KAERI      EVAL-DEC99 Y.HAN,Y.-O.LEE                   1628 1451
NDS 163 109 (2020)    DIST-JUN20                                  1628 1451
----IAEA/PD-2019      MATERIAL 1628                               1628 1451
-----PHOTO-NUCLEAR DATA                                           1628 1451
------ENDF-6 FORMAT                                               1628 1451
 -----------------------------------------------------------------1628 1451
 MF=1 GENERAL INFORMATION                                         1628 1451
  MT=451 COMMENTS AND DICTIONARY                                  1628 1451
 -----------------------------------------------------------------1628 1451
 MF=3, MT=5 PHOTOABSORPTION CROSS SECTION WERE CALCULATED BY GNASH1628 1451
  CODE/1/.                                                        1628 1451
 -----------------------------------------------------------------1628 1451
 MF=6, MT=5 PRODUCTION CROSS SECTIONS AND ENERGY-ANGLE            1628 1451
  DISTRIBUTIONS FOR EMISSION NEUTRONS, PROTONS, DEUTERONS,TRITONS,1628 1451
  ALPHAS; AND ANGLE-INTEGRATED SPECTRA FOR GAMMA RAYS AND RESIDUAL1628 1451
  NUCLEI THAT ARE STABLE AGAINST PARTICLE EMISSION.               1628 1451
 -----------------------------------------------------------------1628 1451
 REFERENCES                                                       1628 1451
  1. M.B.CHADWICK ET AL., UCRL-ID-118721,(1994)                   1628 1451
 -----------------------------------------------------------------1628 1451
                                1        451         27          11628 1451
                                3          5         27          11628 1451
                                6          5      19160          11628 1451
                                                                  1628 1  0
                                                                  1628 0  0
 1.603300+4 3.268822+1          0          0          0          01628 3  5
 0.000000+0 0.000000+0          0          0          1         701628 3  5
         70          2                                            1628 3  5
 7.116100+6 0.000000+0 8.000000+6 1.394001-5 9.000000+6 2.381698-41628 3  5
 1.000000+7 4.924161-4 1.100000+7 1.211295-3 1.200000+7 2.145522-31628 3  5
 1.300000+7 3.963640-3 1.400000+7 7.760450-3 1.500000+7 1.610260-21628 3  5
 1.600000+7 3.235586-2 1.700000+7 4.595927-2 1.750000+7 4.478223-21628 3  5
 1.800000+7 4.036374-2 1.850000+7 3.599922-2 1.900000+7 3.345991-21628 3  5
 1.950000+7 3.356224-2 2.000000+7 3.703690-2 2.050000+7 4.477261-21628 3  5
 2.100000+7 5.672280-2 2.150000+7 6.850971-2 2.200000+7 7.125882-21628 3  5
 2.250000+7 6.301162-2 2.300000+7 5.099317-2 2.400000+7 3.221293-21628 3  5
 2.500000+7 2.309640-2 2.600000+7 1.722474-2 2.700000+7 1.344664-21628 3  5
 2.800000+7 1.092644-2 2.900000+7 9.174236-3 3.000000+7 7.911585-31628 3  5
 3.100000+7 6.973300-3 3.200000+7 6.258192-3 3.300000+7 5.701515-31628 3  5
 3.400000+7 5.260798-3 3.500000+7 4.906357-3 3.600000+7 4.618100-31628 3  5
 3.700000+7 4.380832-3 3.800000+7 4.183757-3 3.900000+7 4.018776-31628 3  5
 4.000000+7 3.879592-3 4.200000+7 3.660515-3 4.400000+7 3.499030-31628 3  5
 4.600000+7 3.377242-3 4.800000+7 3.283551-3 5.000000+7 3.209857-31628 3  5
 5.200000+7 3.150563-3 5.400000+7 3.101667-3 5.600000+7 3.060170-31628 3  5
